transcript_id,10-100,10-D,8-100,8-D,9-100,9-D
Prupe.6G049100.2_v2.0.a1,33,0,0,0,0,0
MSTRG.8939.1,10,23,10,24,9,27
MSTRG.8003.1,30,2,38,4,24,2
Prupe.7G150800.1_v2.0.a1,64,116,103,172,79,85
Prupe.1G298800.2_v2.0.a1,20,0,14,0,6,0
Prupe.8G205700.1_v2.0.a1,15,27,0,18,9,9
Prupe.2G250500.1_v2.0.a1,258,242,392,220,173,173
MSTRG.12851.1,161,157,37,154,3,211
Prupe.4G105500.1_v2.0.a1,221,14,0,54,104,148
Prupe.4G116200.3_v2.0.a1,37,0,0,0,0,0
Prupe.8G224500.3_v2.0.a1,2,0,0,3,0,0
MSTRG.12851.7,21,1,28,18,0,0
Prupe.6G224500.4_v2.0.a1,0,0,0,0,0,0
Prupe.2G071300.2_v2.0.a1,3194,2046,3880,2183,2689,1184
Prupe.7G005400.1_v2.0.a1,1,4,0,4,0,2
Prupe.7G128700.2_v2.0.a1,20,0,0,0,0,0
Prupe.8G218800.1_v2.0.a1,415,211,237,58,268,44
Prupe.2G298300.1_v2.0.a1,299,543,283,607,232,456
Prupe.4G076800.1_v2.0.a1,0,0,0,0,0,0
MSTRG.19304.3,568,347,238,625,294,36
Prupe.2G214800.1_v2.0.a1,443,376,389,349,342,250
Prupe.1G082200.1_v2.0.a1,0,0,0,0,0,0
MSTRG.19304.2,61,131,436,200,291,817
Prupe.1G531600.1_v2.0.a1,732,0,1234,0,35,0
Prupe.8G174700.6_v2.0.a1,0,0,0,0,0,0
Prupe.3G051800.1_v2.0.a1,22,4,21,3,16,148
Prupe.6G327800.3_v2.0.a1,0,0,0,0,0,0
Prupe.3G268400.1_v2.0.a1,5,0,0,0,0,0
Prupe.5G121100.15_v2.0.a1,0,0,0,0,0,0
MSTRG.9454.2,29,42,22,38,9,46
MSTRG.11123.3,6,4,175,2,47,74
Prupe.5G058500.1_v2.0.a1,1881,1545,2082,1560,1545,909
Prupe.6G143900.2_v2.0.a1,0,55,0,3,0,0
MSTRG.17017.2,5,8,5,18,5,20
Prupe.8G061100.1_v2.0.a1,6,4,4,6,3,4
Prupe.6G353700.1_v2.0.a1,7,36,8,23,6,31
MSTRG.19197.2,0,0,3,0,2,2
Prupe.6G183700.1_v2.0.a1,0,0,0,0,1,1
Prupe.1G233700.1_v2.0.a1,194,34,0,21,0,21
Prupe.7G267900.1_v2.0.a1,624,192,565,467,396,341
Prupe.3G211800.1_v2.0.a1,1615,1261,1658,1230,1330,1047
Prupe.8G065900.1_v2.0.a1,1,1,1,1,1,1
Prupe.1G017300.2_v2.0.a1,0,0,0,0,0,0
MSTRG.16256.5,19,15,20,4,8,0
Prupe.4G090700.2_v2.0.a1,0,0,13,0,0,0
MSTRG.3326.4,51,0,39,7,102,0
Prupe.7G031500.1_v2.0.a1,101,24,87,21,41,18
Prupe.7G231400.1_v2.0.a1,9,18,6,14,5,28
Prupe.8G060500.1_v2.0.a1,660,774,720,409,252,527
MSTRG.5465.2,0,7,0,0,0,7
Prupe.8G020400.2_v2.0.a1,0,0,0,0,0,0
Prupe.1G550700.5_v2.0.a1,0,0,0,0,0,0
MSTRG.4361.1,10,53,15,54,11,46
Prupe.1G258200.3_v2.0.a1,34,36,35,20,19,8
Prupe.1G407900.1_v2.0.a1,1664,1713,1709,1632,1243,1060
Prupe.4G244500.2_v2.0.a1,0,0,0,0,0,0
Prupe.2G065500.1_v2.0.a1,0,0,0,0,0,0
MSTRG.13970.4,163,0,354,105,0,0
Prupe.5G127500.2_v2.0.a1,0,61,0,0,0,0
Prupe.3G304600.1_v2.0.a1,0,0,0,0,0,0
Prupe.1G508500.4_v2.0.a1,0,0,0,0,0,0
Prupe.8G090300.1_v2.0.a1,0,85,0,70,0,42
Prupe.3G135800.1_v2.0.a1,248,564,316,633,225,384
Prupe.3G163400.1_v2.0.a1,826,605,685,525,590,351
MSTRG.19381.1,281,37,491,74,341,73
Prupe.1G411300.1_v2.0.a1,0,0,0,0,0,0
Prupe.1G264000.2_v2.0.a1,0,0,0,0,0,0
Prupe.4G006000.5_v2.0.a1,0,0,0,0,3,0
Prupe.8G027200.2_v2.0.a1,97,60,131,72,69,42
MSTRG.17733.2,42,0,20,0,0,0
MSTRG.19680.11,8,7,19,21,0,12
Prupe.3G187500.8_v2.0.a1,0,0,0,0,0,0
MSTRG.1910.1,839,559,812,546,640,381
Prupe.1G321400.4_v2.0.a1,0,0,0,0,0,0
Prupe.4G088900.2_v2.0.a1,0,0,0,156,395,0
Prupe.1G342900.2_v2.0.a1,2,8,3,3,4,4
Prupe.4G219000.3_v2.0.a1,161,9,20,3,0,0
Prupe.7G030100.1_v2.0.a1,0,0,0,0,0,0
MSTRG.11542.1,116,58,0,27,36,0
Prupe.7G076200.2_v2.0.a1,123,93,34,86,37,141
Prupe.1G495600.7_v2.0.a1,0,8,3,1,0,0
Prupe.2G173100.2_v2.0.a1,0,77,74,119,0,50
Prupe.1G140200.3_v2.0.a1,0,0,0,14,0,0
Prupe.3G160900.1_v2.0.a1,17,18,21,17,9,12
MSTRG.13075.4,224,70,114,39,154,0
MSTRG.13075.5,131,157,303,90,111,0
Prupe.1G353200.3_v2.0.a1,0,6,0,0,0,0
MSTRG.13075.3,171,103,81,167,190,305
MSTRG.8824.1,108,57,31,52,67,24
Prupe.2G220200.4_v2.0.a1,353,0,139,606,266,95
MSTRG.8824.2,0,103,134,96,0,410
Prupe.7G034300.1_v2.0.a1,195,799,141,636,89,309
Prupe.3G195600.1_v2.0.a1,0,0,0,0,4,0
Prupe.6G267400.1_v2.0.a1,0,0,0,0,0,0
Prupe.1G016600.1_v2.0.a1,139,4,244,6,17,5
Prupe.1G443400.2_v2.0.a1,131,275,171,216,112,184
Prupe.2G268600.1_v2.0.a1,0,6,0,6,0,7
Prupe.1G245700.3_v2.0.a1,32,0,29,18,0,0
MSTRG.10126.2,70,14,46,27,22,15
Prupe.7G211100.1_v2.0.a1,264,224,302,240,209,140
Prupe.5G135800.3_v2.0.a1,0,0,0,0,0,0
Prupe.1G066500.2_v2.0.a1,74,54,63,28,40,34
Prupe.4G201000.3_v2.0.a1,0,0,0,0,0,0
Prupe.2G277800.1_v2.0.a1,0,0,0,0,66,0
Prupe.2G225900.1_v2.0.a1,765,39,623,26,562,17
Prupe.8G144600.2_v2.0.a1,324,110,259,38,158,85
Prupe.5G145200.1_v2.0.a1,512,303,585,337,403,241
Prupe.2G095800.1_v2.0.a1,0,0,0,0,0,0
Prupe.1G109900.4_v2.0.a1,277,218,41,37,148,13
Prupe.5G112500.1_v2.0.a1,5,3,6,3,6,0
Prupe.7G021300.1_v2.0.a1,41,129,64,146,49,50
Prupe.4G028000.1_v2.0.a1,69,20,135,27,116,15
Prupe.6G231900.2_v2.0.a1,0,0,0,0,0,0
Prupe.1G199400.1_v2.0.a1,0,0,0,0,0,0
MSTRG.15781.1,7,9,9,12,5,35
Prupe.8G050900.4_v2.0.a1,0,0,0,0,0,0
Prupe.5G061200.1_v2.0.a1,0,3,0,2,0,0
Prupe.8G255700.2_v2.0.a1,4,32,22,7,3,4
Prupe.2G021300.2_v2.0.a1,0,0,0,0,0,0
Prupe.1G545600.1_v2.0.a1,132,83,143,85,92,61
Prupe.5G023800.5_v2.0.a1,0,0,0,0,0,0
Prupe.4G022400.1_v2.0.a1,0,0,0,0,0,0
Prupe.1G518500.7_v2.0.a1,0,3,0,0,0,0
Prupe.3G294200.5_v2.0.a1,0,0,96,0,0,0
Prupe.6G080500.1_v2.0.a1,27,12,30,11,23,7
Prupe.1G432600.1_v2.0.a1,0,0,0,0,0,0
Prupe.1G207700.3_v2.0.a1,0,0,0,0,0,0
Prupe.7G067500.2_v2.0.a1,0,0,4,4,0,0
Prupe.5G130500.1_v2.0.a1,23,4,30,11,15,3
Prupe.6G230800.2_v2.0.a1,42,218,111,90,43,426
Prupe.1G275500.2_v2.0.a1,953,0,717,121,958,129
Prupe.3G285700.3_v2.0.a1,214,0,233,4,237,74
Prupe.2G315900.1_v2.0.a1,779,466,848,485,560,354
Prupe.3G088900.1_v2.0.a1,253,265,253,199,155,213
MSTRG.2690.6,0,0,0,546,391,356
MSTRG.2690.7,0,0,194,0,0,4
Prupe.1G369900.18_v2.0.a1,0,0,0,0,0,0
MSTRG.2690.9,104,295,86,130,35,80
Prupe.3G191300.3_v2.0.a1,0,0,0,0,0,0
Prupe.1G314300.5_v2.0.a1,56,217,0,321,148,0
Prupe.3G300300.1_v2.0.a1,201,275,202,291,142,245
Prupe.5G023800.3_v2.0.a1,52,35,45,24,93,28
Prupe.3G052000.1_v2.0.a1,10,39,125,12,73,7
Prupe.7G187600.1_v2.0.a1,1315,737,2382,906,1494,834
MSTRG.19460.1,224,72,289,56,277,35
MSTRG.2680.2,0,0,0,0,0,12
Prupe.2G305500.1_v2.0.a1,165,99,153,85,98,69
MSTRG.11566.4,2,36,3,5,16,16
Prupe.2G004000.4_v2.0.a1,63,0,8,0,79,0
Prupe.4G061400.1_v2.0.a1,4,38,5,39,3,34
Prupe.4G234600.3_v2.0.a1,32,0,0,17,0,0
Prupe.6G084700.3_v2.0.a1,0,0,0,0,0,0
Prupe.1G368500.1_v2.0.a1,36,27,32,28,15,0
Prupe.2G038600.5_v2.0.a1,336,52,128,20,44,2
Prupe.3G158900.1_v2.0.a1,1685,170,2635,211,2454,129
Prupe.4G112400.1_v2.0.a1,909,825,1079,819,707,371
Prupe.1G244100.3_v2.0.a1,0,0,0,0,0,0
MSTRG.6199.2,0,39,109,0,0,0
MSTRG.5121.1,291,119,402,154,415,128
Prupe.3G104400.1_v2.0.a1,1,0,2,1,1,2
Prupe.1G583200.2_v2.0.a1,0,52,117,73,98,86
Prupe.5G228100.1_v2.0.a1,32,25,63,32,89,23
Prupe.7G195300.5_v2.0.a1,0,0,0,0,0,0
MSTRG.4793.9,0,0,0,0,0,0
MSTRG.6900.4,392,124,634,111,124,117
MSTRG.19096.4,91,0,0,0,0,0
Prupe.3G287200.1_v2.0.a1,0,26,0,23,0,6
Prupe.6G100300.1_v2.0.a1,0,0,0,0,0,1
Prupe.5G221900.1_v2.0.a1,326,104,536,118,476,91
Prupe.5G111600.5_v2.0.a1,0,0,28,0,0,0
MSTRG.16605.1,958,235,1722,299,1200,179
Prupe.8G052300.1_v2.0.a1,2,144,155,168,0,0
Prupe.2G108100.2_v2.0.a1,0,0,0,0,0,0
MSTRG.14037.4,0,0,92,0,54,0
Prupe.3G000700.1_v2.0.a1,445,345,476,347,368,281
Prupe.6G187400.18_v2.0.a1,0,0,0,0,0,0
Prupe.6G106200.8_v2.0.a1,0,0,0,0,0,0
Prupe.5G205300.1_v2.0.a1,1975,1386,2967,1273,1527,992
Prupe.1G355800.2_v2.0.a1,225,371,299,405,178,271
Prupe.5G066100.1_v2.0.a1,39,14,53,0,37,21
Prupe.4G248800.4_v2.0.a1,0,0,0,0,0,0
Prupe.5G135100.10_v2.0.a1,262,15,229,21,225,0
Prupe.7G047900.4_v2.0.a1,0,0,0,5,0,0
Prupe.3G074400.1_v2.0.a1,277,124,180,26,57,53
Prupe.4G060100.3_v2.0.a1,0,0,0,0,0,0
MSTRG.18880.3,9,15,19,0,22,0
MSTRG.16821.2,29,0,0,0,0,0
Prupe.1G574600.1_v2.0.a1,524,148,596,133,438,98
Prupe.5G134300.3_v2.0.a1,0,51,0,0,0,1
Prupe.2G082100.1_v2.0.a1,0,0,0,0,0,0
MSTRG.9795.9,111,84,160,138,149,68
Prupe.2G209600.1_v2.0.a1,4,149,2,158,1,139
MSTRG.11092.2,102,30,90,23,61,0
MSTRG.9795.5,0,0,0,386,0,0
MSTRG.9795.4,0,0,0,326,0,0
Prupe.2G133600.1_v2.0.a1,957,1542,954,1834,741,910
MSTRG.9795.6,28,106,51,13,63,38
MSTRG.9795.1,465,504,586,370,442,610
MSTRG.9795.3,0,4,0,105,0,33
MSTRG.7035.3,0,0,4,21,0,0
Prupe.7G249200.1_v2.0.a1,471,1033,623,1441,590,80
Prupe.8G202300.3_v2.0.a1,0,0,0,0,0,0
MSTRG.16821.3,28,0,0,0,4,0
Prupe.8G002000.1_v2.0.a1,0,0,0,0,0,0
Prupe.7G066100.1_v2.0.a1,0,0,0,0,0,0
Prupe.1G390000.1_v2.0.a1,43,14,50,12,26,12
Prupe.5G102600.1_v2.0.a1,221,2886,163,2269,185,1730
Prupe.7G074700.9_v2.0.a1,31,64,97,59,0,0
Prupe.3G168100.1_v2.0.a1,786,610,601,1037,415,614
Prupe.7G247300.6_v2.0.a1,0,0,0,0,0,0
Prupe.6G070200.1_v2.0.a1,57,442,294,395,163,319
Prupe.5G021500.3_v2.0.a1,0,0,0,0,0,0
Prupe.6G026600.1_v2.0.a1,606,249,732,249,478,145
Prupe.7G237300.4_v2.0.a1,130,244,335,220,186,71
Prupe.4G239300.1_v2.0.a1,0,0,0,0,0,0
MSTRG.5983.2,138,3,107,19,71,37
MSTRG.13205.1,61,34,48,36,43,33
Prupe.5G081200.1_v2.0.a1,0,0,0,0,0,0
MSTRG.16784.2,11,45,22,36,108,66
Prupe.6G070800.3_v2.0.a1,0,9,0,26,0,46
Prupe.1G176700.3_v2.0.a1,78,2,78,45,15,1
Prupe.2G231400.4_v2.0.a1,0,0,0,0,0,0
Prupe.6G013300.1_v2.0.a1,0,47,44,42,31,71
Prupe.8G091900.1_v2.0.a1,603,706,622,670,766,467
Prupe.2G153000.3_v2.0.a1,0,0,0,0,0,0
Prupe.4G257100.1_v2.0.a1,326,337,320,328,282,332
MSTRG.13424.2,213,216,155,210,127,172
MSTRG.9283.5,48,72,83,97,44,52
MSTRG.9283.4,67,0,0,0,38,0
MSTRG.9283.6,44,0,0,0,0,0
Prupe.5G068300.8_v2.0.a1,37,33,46,41,33,29
MSTRG.12760.3,0,12,1,61,0,229
MSTRG.3191.2,617,69,1114,226,716,58
Prupe.3G056400.1_v2.0.a1,60,113,94,32,33,27
Prupe.1G082100.1_v2.0.a1,0,0,0,0,0,0
Prupe.1G549600.3_v2.0.a1,0,0,0,0,0,0
Prupe.7G038900.1_v2.0.a1,0,0,0,0,0,0
Prupe.7G164700.2_v2.0.a1,0,0,0,0,0,0
MSTRG.10151.3,28,5,58,66,40,0
Prupe.7G248400.9_v2.0.a1,0,0,0,0,0,0
Prupe.3G113700.2_v2.0.a1,0,0,0,0,0,0
Prupe.4G103700.1_v2.0.a1,0,64,0,2,32,0
Prupe.3G173300.1_v2.0.a1,9,9,5,28,8,24
MSTRG.7197.2,58,13,16,15,0,46
Prupe.7G231800.1_v2.0.a1,136,333,123,251,78,189
Prupe.2G260400.1_v2.0.a1,0,0,0,0,0,0
MSTRG.20212.1,0,249,2,0,0,0
Prupe.1G530100.1_v2.0.a1,598,502,569,506,404,376
Prupe.6G314200.1_v2.0.a1,41,0,0,0,0,0
Prupe.4G149200.2_v2.0.a1,719,407,723,383,536,288
Prupe.3G056100.1_v2.0.a1,0,0,0,0,0,0
Prupe.8G190200.1_v2.0.a1,58,1484,62,1244,52,1327
Prupe.6G220400.1_v2.0.a1,0,9,0,0,152,0
Prupe.1G339400.2_v2.0.a1,2,124,53,80,25,0
Prupe.8G191000.8_v2.0.a1,0,0,0,0,0,0
Prupe.1G544200.2_v2.0.a1,219,177,0,6,206,0
Prupe.8G254400.3_v2.0.a1,0,0,0,0,0,0
Prupe.6G340200.1_v2.0.a1,21,4,25,8,40,125
Prupe.7G171800.1_v2.0.a1,0,0,0,0,0,0
Prupe.1G145200.1_v2.0.a1,324,313,321,300,211,189
Prupe.1G437400.2_v2.0.a1,14,81,10,15,12,17
MSTRG.16732.1,63,51,109,50,62,35
Prupe.5G235300.4_v2.0.a1,0,0,0,0,0,0
Prupe.7G171100.2_v2.0.a1,0,15,1,3,0,34
Prupe.3G077800.5_v2.0.a1,0,0,0,0,22,0
Prupe.1G202600.2_v2.0.a1,1184,1204,946,1317,944,984
Prupe.2G311400.1_v2.0.a1,385,250,529,394,488,120
Prupe.1G187700.2_v2.0.a1,33,79,93,394,0,639
Prupe.8G003200.4_v2.0.a1,863,573,829,385,330,310
MSTRG.5786.4,177,86,221,91,153,112
Prupe.8G163700.2_v2.0.a1,0,0,0,0,0,0
MSTRG.10740.3,0,3,0,11,0,0
MSTRG.5786.3,63,30,118,22,37,185
Prupe.1G023700.4_v2.0.a1,292,157,122,85,0,124
MSTRG.4243.1,0,0,0,53,0,49
Prupe.6G192400.1_v2.0.a1,0,0,0,0,0,0
Prupe.8G110500.5_v2.0.a1,215,16,395,9,271,13
Prupe.3G051000.5_v2.0.a1,0,0,0,0,0,0
Prupe.8G224000.3_v2.0.a1,0,0,0,0,0,0
Prupe.5G177800.1_v2.0.a1,727,221,697,297,572,288
Prupe.1G227100.3_v2.0.a1,0,0,0,0,0,0
MSTRG.7901.1,60,0,79,32,165,173
Prupe.6G288400.1_v2.0.a1,8,8,14,9,11,4
Prupe.6G163200.1_v2.0.a1,375,284,366,258,268,229
Prupe.8G113000.5_v2.0.a1,23,15,20,18,8,20
MSTRG.7880.3,36,10,3,5,41,32
Prupe.7G047100.1_v2.0.a1,34,26,46,16,31,19
MSTRG.7880.1,18,16,55,84,46,22
Prupe.2G031500.12_v2.0.a1,0,0,0,0,2,0
Prupe.3G082200.1_v2.0.a1,1115,635,1661,690,876,519
Prupe.8G018900.1_v2.0.a1,0,0,0,0,0,0
Prupe.4G208500.1_v2.0.a1,291,135,286,117,96,0
Prupe.1G135800.1_v2.0.a1,0,4,1,5,1,2
Prupe.1G004200.2_v2.0.a1,0,0,0,0,0,0
Prupe.8G140700.1_v2.0.a1,23,22,28,32,13,19
Prupe.7G162200.2_v2.0.a1,0,0,18,0,25,0
MSTRG.16704.1,75,71,91,65,73,40
Prupe.1G495900.1_v2.0.a1,0,0,0,1,0,0
Prupe.5G017900.1_v2.0.a1,1,2,2,2,1,0
MSTRG.1608.1,883,1075,939,1193,720,781
Prupe.2G099100.4_v2.0.a1,0,0,0,0,0,0
MSTRG.4355.2,174,83,321,166,26,143
Prupe.6G280100.1_v2.0.a1,361,258,303,274,262,132
Prupe.4G278600.1_v2.0.a1,918,540,1074,532,710,510
Prupe.6G296600.2_v2.0.a1,0,15,0,16,0,5
Prupe.2G234500.14_v2.0.a1,0,0,0,0,0,0
Prupe.3G103300.1_v2.0.a1,87,79,110,92,65,47
MSTRG.6500.2,67,6,15,6,9,12
Prupe.8G016800.1_v2.0.a1,390,408,383,363,314,301
Prupe.5G026300.1_v2.0.a1,495,629,534,613,459,406
Prupe.7G223400.2_v2.0.a1,31,2,64,72,17,0
Prupe.8G059800.2_v2.0.a1,0,0,0,0,0,0
Prupe.8G227500.2_v2.0.a1,18,0,17,0,4,0
Prupe.2G115200.4_v2.0.a1,0,0,0,0,0,0
Prupe.2G099400.2_v2.0.a1,0,0,0,0,0,0
MSTRG.20038.2,4,3,2,3,18,12
Prupe.1G087300.1_v2.0.a1,0,5,0,6,0,6
MSTRG.426.1,0,0,0,0,4,13
Prupe.6G332300.3_v2.0.a1,107,112,84,116,34,171
Prupe.1G290000.1_v2.0.a1,81,30,83,27,65,13
Prupe.3G296400.2_v2.0.a1,0,0,0,0,0,0
Prupe.7G062100.5_v2.0.a1,0,0,0,0,0,0
Prupe.8G174700.5_v2.0.a1,0,0,1,0,0,0
Prupe.5G043300.1_v2.0.a1,0,0,0,0,0,0
MSTRG.16890.1,17,19,29,27,19,7
Prupe.3G025200.5_v2.0.a1,0,0,0,6,0,0
Prupe.6G040600.1_v2.0.a1,1,13,1,6,1,10
MSTRG.17133.1,23,6,61,12,51,7
Prupe.2G124200.4_v2.0.a1,0,0,0,0,0,0
Prupe.2G206500.1_v2.0.a1,2,817,5,910,6,475
MSTRG.3105.4,9,2,3,3,1,3
MSTRG.3105.2,177,6,242,0,0,0
Prupe.5G143100.3_v2.0.a1,482,360,1288,406,846,38
Prupe.1G326700.1_v2.0.a1,2,3,0,3,1,2
Prupe.6G276800.1_v2.0.a1,260,5537,231,3689,112,3145
MSTRG.10551.13,2,4,5,0,0,3
MSTRG.10551.14,0,13,1,7,16,0
MSTRG.10551.15,0,0,30,38,0,0
MSTRG.10551.16,20,15,12,4,37,2
Prupe.1G452000.3_v2.0.a1,0,0,0,0,0,0
Prupe.4G042700.1_v2.0.a1,551,518,840,512,682,353
Prupe.5G090300.1_v2.0.a1,15,0,35,0,17,0
Prupe.5G045600.1_v2.0.a1,9,4,5,4,5,4
Prupe.4G078300.1_v2.0.a1,568,120,499,102,341,79
MSTRG.5656.1,379,359,545,423,357,184
MSTRG.14898.1,15,7,13,12,13,0
Prupe.5G157600.6_v2.0.a1,0,0,0,0,0,0
Prupe.5G072300.2_v2.0.a1,175,0,459,0,182,0
Prupe.8G003200.1_v2.0.a1,125,10,22,12,34,3
Prupe.2G046400.1_v2.0.a1,281,86,22,71,62,38
Prupe.8G082300.1_v2.0.a1,138,274,158,248,121,170
MSTRG.9211.5,240,121,93,104,227,49
Prupe.1G418400.1_v2.0.a1,169,50,192,46,222,257
Prupe.7G195900.1_v2.0.a1,0,0,0,0,0,0
MSTRG.295.5,48,40,9,59,0,0
Prupe.1G108600.1_v2.0.a1,175,143,112,163,110,62
Prupe.5G019500.1_v2.0.a1,1157,1807,1431,1681,903,1254
Prupe.1G419000.2_v2.0.a1,45,25,37,0,75,0
MSTRG.20152.4,0,0,0,0,0,6
Prupe.2G294400.3_v2.0.a1,52,10,55,1,55,117
Prupe.2G213300.2_v2.0.a1,0,40,0,2,1,239
MSTRG.6777.1,0,99,0,149,0,0
Prupe.2G210500.1_v2.0.a1,131,23,154,19,103,0
MSTRG.13268.1,159,124,149,162,110,353
Prupe.1G413300.6_v2.0.a1,0,0,0,0,0,0
Prupe.8G158200.1_v2.0.a1,6,6,8,4,11,2
Prupe.2G268900.1_v2.0.a1,0,28,0,20,0,16
Prupe.1G075500.2_v2.0.a1,0,0,0,0,53,0
Prupe.3G113400.1_v2.0.a1,8,15,7,35,6,28
Prupe.5G019700.1_v2.0.a1,130,105,125,118,87,66
MSTRG.14253.2,15,0,0,136,0,0
Prupe.5G083500.1_v2.0.a1,105,141,101,129,72,96
Prupe.7G168600.2_v2.0.a1,0,0,0,0,0,0
Prupe.1G485900.1_v2.0.a1,0,0,0,0,0,0
MSTRG.15921.1,26,11,29,6,20,3
MSTRG.10274.5,0,0,0,0,73,0
Prupe.7G026000.4_v2.0.a1,0,0,0,0,0,0
Prupe.7G007400.2_v2.0.a1,185,107,131,45,133,482
Prupe.4G078800.1_v2.0.a1,56,36,9,0,2,31
Prupe.6G235500.1_v2.0.a1,6,10,0,12,3,11
Prupe.4G262600.1_v2.0.a1,0,0,0,0,0,0
Prupe.6G167100.1_v2.0.a1,681,870,742,807,518,568
Prupe.3G258500.1_v2.0.a1,1932,622,1668,561,1353,476
Prupe.1G321800.1_v2.0.a1,26,86,132,75,44,57
Prupe.7G055600.1_v2.0.a1,0,0,0,0,0,0
Prupe.5G094900.3_v2.0.a1,0,0,0,0,0,0
Prupe.5G195200.1_v2.0.a1,140,73,88,107,52,66
MSTRG.11919.1,58,5,13,89,2,34
Prupe.1G038000.1_v2.0.a1,33429,231,34564,1853,31989,3748
Prupe.7G143900.3_v2.0.a1,0,0,0,0,0,0
Prupe.7G239600.1_v2.0.a1,583,441,593,400,438,404
Prupe.5G186400.3_v2.0.a1,0,0,0,0,0,0
Prupe.1G476900.1_v2.0.a1,2,5,3,4,2,4
Prupe.1G081400.9_v2.0.a1,0,0,0,0,0,0
Prupe.4G026200.1_v2.0.a1,526,299,660,518,421,371
Prupe.1G345000.8_v2.0.a1,0,0,14,77,0,30
Prupe.8G002600.3_v2.0.a1,0,0,0,0,0,0
Prupe.6G065500.2_v2.0.a1,0,0,0,0,2,0
Prupe.1G070000.1_v2.0.a1,62,0,0,59,49,54
MSTRG.11447.1,28,61,52,58,35,54
Prupe.3G042900.2_v2.0.a1,778,0,554,199,486,0
Prupe.3G255600.5_v2.0.a1,0,0,0,0,98,0
Prupe.5G022200.2_v2.0.a1,0,0,12,15,0,0
Prupe.6G249600.1_v2.0.a1,2,613,0,520,0,380
Prupe.6G097400.1_v2.0.a1,56,27,61,26,44,35
Prupe.2G030200.1_v2.0.a1,0,0,0,0,0,0
MSTRG.4516.1,31,77,25,74,20,27
Prupe.6G012400.6_v2.0.a1,0,0,0,0,0,0
MSTRG.18393.1,32,7,61,23,139,26
Prupe.8G262000.1_v2.0.a1,352,906,462,863,476,319
Prupe.2G205800.2_v2.0.a1,144,723,180,722,0,413
MSTRG.11480.2,13,0,0,0,0,0
Prupe.6G058000.5_v2.0.a1,13,0,1,0,9,2
Prupe.3G300700.2_v2.0.a1,5,0,1,0,4,5
MSTRG.11216.1,0,559,0,523,0,269
MSTRG.15313.1,0,62,0,0,0,0
Prupe.4G265000.1_v2.0.a1,6,0,9,0,0,0
Prupe.2G269100.4_v2.0.a1,0,0,17,0,16,0
Prupe.6G331300.1_v2.0.a1,108,63,138,56,78,64
MSTRG.5666.6,0,0,8,0,0,0
Prupe.1G031500.2_v2.0.a1,29,0,64,0,25,0
MSTRG.17977.1,635,121,920,231,1198,101
Prupe.2G318400.1_v2.0.a1,0,5,0,7,0,6
Prupe.5G160400.1_v2.0.a1,94,45,85,0,49,6
Prupe.3G185200.1_v2.0.a1,0,1,2,0,1,0
Prupe.2G205800.4_v2.0.a1,88,272,20,225,71,119
Prupe.8G111200.1_v2.0.a1,34,28,46,33,37,22
Prupe.2G046000.1_v2.0.a1,32,22,10,9,44,13
Prupe.7G089500.5_v2.0.a1,74,102,50,55,37,76
Prupe.6G202800.5_v2.0.a1,0,0,0,0,0,0
MSTRG.8429.2,0,45,0,0,13,0
Prupe.3G150400.1_v2.0.a1,9,21,6,20,7,12
MSTRG.3636.2,6,7,0,0,2,6
Prupe.1G133400.1_v2.0.a1,86,21,0,39,73,37
Prupe.2G178200.1_v2.0.a1,2053,1662,4294,2260,3157,1083
Prupe.7G157500.1_v2.0.a1,1058,1489,1004,1382,721,1034
Prupe.6G019700.2_v2.0.a1,0,0,0,0,0,0
Prupe.1G064000.1_v2.0.a1,0,0,0,0,0,0
Prupe.1G316500.1_v2.0.a1,0,6,0,5,0,3
Prupe.6G181700.1_v2.0.a1,455,13,35,123,45,118
Prupe.4G254100.13_v2.0.a1,200,166,190,79,179,0
Prupe.6G155100.1_v2.0.a1,280,312,221,239,153,238
Prupe.7G023400.26_v2.0.a1,0,0,0,0,0,0
Prupe.2G042100.1_v2.0.a1,99,486,354,4,268,0
MSTRG.16020.2,0,24,0,0,0,28
Prupe.4G088300.1_v2.0.a1,1474,1027,1516,904,1257,597
Prupe.3G006300.1_v2.0.a1,105,0,129,23,91,9
Prupe.3G109200.1_v2.0.a1,1,0,0,1,0,1
Prupe.6G090500.1_v2.0.a1,26,23,30,17,19,22
Prupe.4G012700.1_v2.0.a1,0,2,0,0,0,0
Prupe.5G050400.1_v2.0.a1,1690,353,1166,439,749,316
Prupe.8G087100.1_v2.0.a1,0,0,0,0,22,0
MSTRG.5658.4,0,0,0,0,71,0
Prupe.1G562500.1_v2.0.a1,12,8,15,3,6,12
Prupe.1G154900.1_v2.0.a1,0,0,0,5,0,0
Prupe.4G036400.3_v2.0.a1,141,0,75,90,22,118
Prupe.6G250400.2_v2.0.a1,0,0,0,0,0,0
Prupe.3G226800.1_v2.0.a1,4,8,3,7,2,4
MSTRG.8047.2,40,0,166,0,11,43
MSTRG.8047.3,0,18,1,0,2,0
MSTRG.921.1,0,35,0,109,0,0
MSTRG.8080.1,8,437,4,407,5,465
Prupe.1G345000.5_v2.0.a1,1,0,0,0,1,0
Prupe.1G012400.1_v2.0.a1,0,0,0,0,0,0
Prupe.7G158300.1_v2.0.a1,56,34,45,41,27,37
