Prupe.I003300.1.p	Pav_sc0006468.1_g010.1.br
Prupe.1G242100.2.p	Pav_sc0000747.1_g410.1.mk
Prupe.1G027800.1.p	Pav_sc0000998.1_g240.1.mk
Prupe.1G404500.1.p	Pav_sc0000069.1_g020.1.mk
Prupe.1G582200.4.p	Pav_sc0001196.1_g1480.1.mk
Prupe.1G322800.1.p	Pav_sc0001181.1_g820.1.mk
Prupe.1G532700.1.p	Pav_sc0002456.1_g240.1.mk
Prupe.1G391400.1.p	Pav_sc0000890.1_g640.1.mk
Prupe.1G152800.6.p	Pav_sc0000184.1_g720.1.mk
Prupe.1G182500.1.p	Pav_sc0001674.1_g030.1.mk
Prupe.1G098100.1.p	Pav_sc0000764.1_g190.1.mk
Prupe.1G559600.1.p	Pav_sc0004766.1_g070.1.mk
Prupe.1G559600.3.p	Pav_sc0001323.1_g980.1.mk
Prupe.1G106100.1.p	Pav_sc0000028.1_g910.1.br
Prupe.1G105100.1.p	Pav_sc0000065.1_g190.1.mk
Prupe.1G587000.2.p	Pav_sc0001196.1_g2080.1.mk
Prupe.1G273800.1.p	Pav_sc0000220.1_g1550.1.mk
Prupe.1G391800.1.p	Pav_sc0000890.1_g610.1.mk
Prupe.1G040200.1.p	Pav_sc0000119.1_g460.1.mk
Prupe.1G327000.1.p	Pav_sc0001088.1_g100.1.mk
Prupe.1G471000.2.p	Pav_sc0003618.1_g030.1.mk
Prupe.1G354200.3.p	Pav_sc0000367.1_g280.1.mk
Prupe.1G050800.3.p	Pav_sc0001197.1_g090.1.mk
Prupe.1G113600.1.p	Pav_sc0000028.1_g360.1.mk
Prupe.1G143500.3.p	Pav_sc0000290.1_g200.1.mk
Prupe.1G072100.1.p	Pav_sc0000624.1_g650.1.mk
Prupe.1G039600.1.p	Pav_sc0000119.1_g420.1.mk
Prupe.1G047300.1.p	Pav_sc0001695.1_g170.1.mk
Prupe.1G404700.1.p	Pav_sc0000069.1_g050.1.mk
Prupe.1G002700.3.p	Pav_sc0000045.1_g370.1.mk
Prupe.1G110500.1.p	Pav_sc0000028.1_g670.1.mk
Prupe.1G303400.1.p	Pav_sc0000588.1_g880.1.mk
Prupe.1G495500.1.p	Pav_sc0000195.1_g680.1.mk
Prupe.1G563200.1.p	Pav_sc0001106.1_g500.1.mk
Prupe.1G364900.1.p	Pav_sc0001364.1_g060.1.mk
Prupe.1G418100.1.p	Pav_sc0010595.1_g010.1.mk
Prupe.1G438800.1.p	Pav_sc0000852.1_g1200.1.mk
Prupe.1G478900.1.p	Pav_sc0001476.1_g090.1.mk
Prupe.1G105800.2.p	Pav_sc0000065.1_g140.1.mk
Prupe.1G113500.3.p	Pav_sc0000028.1_g370.1.mk
Prupe.1G454300.1.p	Pav_sc0000800.1_g1370.1.mk
Prupe.1G522900.2.p	Pav_sc0000257.1_g220.1.mk
Prupe.1G027500.1.p	Pav_sc0000998.1_g200.1.mk
Prupe.1G395600.5.p	Pav_sc0000890.1_g200.1.mk
Prupe.1G074900.1.p	Pav_sc0000624.1_g1440.1.mk
Prupe.1G225800.1.p	Pav_sc0000091.1_g460.1.mk
Prupe.1G280600.3.p	Pav_sc0000220.1_g620.1.mk
Prupe.1G354400.1.p	Pav_sc0000367.1_g260.1.br
Prupe.1G518800.1.p	Pav_sc0000691.1_g720.1.mk
Prupe.1G387700.1.p	Pav_sc0000890.1_g1070.1.br
Prupe.1G542700.1.p	Pav_sc0002327.1_g800.1.mk
Prupe.1G389600.1.p	Pav_sc0000890.1_g810.1.mk
Prupe.1G121900.1.p	Pav_sc0001031.1_g110.1.mk
Prupe.1G254100.2.p	Pav_sc0000354.1_g410.1.mk
Prupe.1G280500.1.p	Pav_sc0000220.1_g640.1.mk
Prupe.1G376300.1.p	Pav_sc0002208.1_g830.1.mk
Prupe.1G309800.1.p	Pav_sc0000567.1_g1150.1.mk
Prupe.1G408800.1.p	Pav_sc0000069.1_g460.1.mk
Prupe.1G013000.1.p	Pav_sc0000449.1_g140.1.mk
Prupe.1G020000.1.p	Pav_sc0001539.1_g140.1.mk
Prupe.1G537200.1.p	Pav_sc0002327.1_g230.1.mk
Prupe.1G040700.4.p	Pav_sc0000119.1_g530.1.mk
Prupe.1G209900.1.p	Pav_sc0000478.1_g480.1.mk
Prupe.1G211100.1.p	Pav_sc0001397.1_g150.1.mk
Prupe.1G141800.1.p	Pav_sc0000240.1_g080.1.mk
Prupe.1G033200.1.p	Pav_sc0000027.1_g050.1.mk
Prupe.1G198900.1.p	Pav_sc0001624.1_g070.1.mk
Prupe.1G560000.1.p	Pav_sc0001323.1_g1030.1.mk
Prupe.1G336800.1.p	Pav_sc0000893.1_g760.1.mk
Prupe.1G524200.1.p	Pav_sc0000257.1_g310.1.mk
Prupe.1G122900.1.p	Pav_sc0001014.1_g010.1.mk
Prupe.1G006000.1.p	Pav_sc0004576.1_g040.1.br
Prupe.1G387900.1.p	Pav_sc0000890.1_g1050.1.mk
Prupe.1G065800.1.p	Pav_sc0001248.1_g220.1.mk
Prupe.1G316800.1.p	Pav_sc0001181.1_g080.1.mk
Prupe.1G182300.1.p	Pav_sc0001674.1_g050.1.mk
Prupe.1G061400.1.p	Pav_sc0000207.1_g1310.1.mk
Prupe.1G527900.1.p	Pav_sc0000257.1_g860.1.mk
Prupe.1G180100.1.p	Pav_sc0000745.1_g090.1.mk
Prupe.1G551700.1.p	Pav_sc0006558.1_g020.1.mk
Prupe.1G020400.1.p	Pav_sc0001539.1_g070.1.mk
Prupe.1G533100.1.p	Pav_sc0002456.1_g170.1.mk
Prupe.1G280100.1.p	Pav_sc0000220.1_g730.1.mk
Prupe.1G121300.1.p	Pav_sc0001031.1_g300.1.br
Prupe.1G424500.2.p	Pav_sc0002445.1_g320.1.mk
Prupe.1G216600.2.p	Pav_sc0001107.1_g170.1.mk
Prupe.1G377800.1.p	Pav_sc0002286.1_g100.1.mk
Prupe.1G262500.1.p	Pav_sc0000054.1_g300.1.mk
Prupe.1G216500.1.p	Pav_sc0001107.1_g180.1.mk
Prupe.1G041500.1.p	Pav_sc0000119.1_g640.1.mk
Prupe.1G553100.1.p	Pav_sc0000205.1_g250.1.mk
Prupe.1G384600.1.p	Pav_sc0000890.1_g1490.1.mk
Prupe.1G307800.1.p	Pav_sc0000567.1_g960.1.mk
Prupe.1G057600.1.p	Pav_sc0000207.1_g1030.1.mk
Prupe.1G001100.1.p	Pav_sc0000551.1_g130.1.mk
Prupe.1G076200.2.p	Pav_sc0000624.1_g1520.1.mk
Prupe.1G063100.1.p	Pav_sc0000207.1_g1450.1.mk
Prupe.1G091500.1.p	Pav_sc0000243.1_g210.1.br
Prupe.1G443100.1.p	Pav_sc0000800.1_g220.1.mk
Prupe.1G254000.1.p	Pav_sc0000354.1_g420.1.mk
Prupe.1G010300.1.p	Pav_sc0000381.1_g040.1.mk
Prupe.1G582000.1.p	Pav_sc0001196.1_g1340.1.mk
Prupe.1G534900.1.p	Pav_sc0000886.1_g600.1.br
Prupe.1G414200.1.p	Pav_sc0004290.1_g080.1.mk
Prupe.1G133300.1.p	Pav_sc0000174.1_g380.1.mk
Prupe.1G544200.2.p	Pav_sc0000502.1_g020.1.mk
Prupe.1G504000.2.p	Pav_sc0000030.1_g1160.1.mk
Prupe.1G399600.1.p	Pav_sc0000131.1_g750.1.br
Prupe.1G517800.1.p	Pav_sc0000691.1_g640.1.mk
Prupe.1G350100.1.p	Pav_sc0000410.1_g770.1.mk
Prupe.1G049100.1.p	Pav_sc0000545.1_g120.1.mk
Prupe.1G101700.2.p	Pav_sc0000065.1_g670.1.mk
Prupe.1G574400.1.p	Pav_sc0001196.1_g550.1.br
Prupe.1G053000.1.p	Pav_sc0000207.1_g310.1.mk
Prupe.1G438600.1.p	Pav_sc0000852.1_g1190.1.mk
Prupe.1G298100.1.p	Pav_sc0000588.1_g340.1.mk
Prupe.1G208000.1.p	Pav_sc0000478.1_g230.1.mk
Prupe.1G241500.1.p	Pav_sc0000747.1_g340.1.mk
Prupe.1G386300.1.p	Pav_sc0000890.1_g1300.1.mk
Prupe.1G444900.1.p	Pav_sc0000800.1_g490.1.br
Prupe.1G549800.1.p	Pav_sc0002136.1_g260.1.mk
Prupe.1G147200.1.p	Pav_sc0001377.1_g040.1.mk
Prupe.1G530500.2.p	Pav_sc0002446.1_g020.1.br
Prupe.1G568600.4.p	Pav_sc0004354.1_g190.1.mk
Prupe.1G252200.1.p	Pav_sc0000354.1_g610.1.mk
Prupe.1G332200.1.p	Pav_sc0000893.1_g200.1.mk
Prupe.1G038400.1.p	Pav_sc0000119.1_g290.1.mk
Prupe.1G343000.2.p	Pav_sc0000410.1_g110.1.mk
Prupe.1G032200.1.p	Pav_sc0000110.1_g290.1.mk
Prupe.1G556600.2.p	Pav_sc0001323.1_g420.1.mk
Prupe.1G142100.1.p	Pav_sc0000240.1_g020.1.mk
Prupe.1G574600.1.p	Pav_sc0001196.1_g580.1.mk
Prupe.1G333400.1.p	Pav_sc0000893.1_g370.1.mk
Prupe.1G155400.1.p	Pav_sc0003169.1_g070.1.mk
Prupe.1G124900.1.p	Pav_sc0000174.1_g490.1.mk
Prupe.1G162400.1.p	Pav_sc0000229.1_g370.1.br
Prupe.1G434500.1.p	Pav_sc0000852.1_g810.1.mk
Prupe.1G330900.1.p	Pav_sc0000893.1_g070.1.mk
Prupe.1G536700.1.p	Pav_sc0002327.1_g180.1.mk
Prupe.1G469900.2.p	Pav_sc0001885.1_g090.1.mk
Prupe.1G248500.1.p	Pav_co4051763.1_g010.1.mk
Prupe.1G554900.1.p	Pav_sc0001323.1_g210.1.mk
Prupe.1G224800.1.p	Pav_sc0000091.1_g340.1.mk
Prupe.1G549600.3.p	Pav_sc0002136.1_g280.1.mk
Prupe.1G490500.2.p	Pav_sc0000195.1_g080.1.mk
Prupe.1G349900.1.p	Pav_sc0000410.1_g760.1.mk
Prupe.1G384400.1.p	Pav_sc0000890.1_g1510.1.mk
Prupe.1G282800.1.p	Pav_sc0000220.1_g350.1.mk
Prupe.1G147500.2.p	Pav_sc0000184.1_g020.1.mk
Prupe.1G227200.1.p	Pav_sc0000091.1_g580.1.mk
Prupe.1G251600.1.p	Pav_sc0000354.1_g670.1.mk
Prupe.1G077100.1.p	Pav_sc0000624.1_g1700.1.mk
Prupe.1G076800.2.p	Pav_sc0000624.1_g1660.1.mk
Prupe.1G256700.2.p	Pav_sc0000354.1_g080.1.mk
Prupe.1G378000.1.p	Pav_sc0002286.1_g120.1.br
Prupe.1G140200.3.p	Pav_sc0000755.1_g410.1.mk
Prupe.1G091600.1.p	Pav_sc0000308.1_g300.1.mk
Prupe.1G005900.1.p	Pav_sc0004576.1_g030.1.br
Prupe.1G191700.1.p	Pav_sc0000714.1_g060.1.mk
Prupe.1G027000.2.p	Pav_sc0000998.1_g140.1.mk
Prupe.1G500200.3.p	Pav_sc0000195.1_g1100.1.mk
Prupe.1G209000.1.p	Pav_sc0000478.1_g370.1.mk
Prupe.1G226600.2.p	Pav_sc0000091.1_g510.1.mk
Prupe.1G060000.1.p	Pav_sc0000207.1_g1130.1.mk
Prupe.1G500400.2.p	Pav_sc0000195.1_g1120.1.mk
Prupe.1G139300.6.p	Pav_sc0000755.1_g250.1.mk
Prupe.1G068200.1.p	Pav_sc0000624.1_g050.1.mk
Prupe.1G264300.1.p	Pav_sc0002584.1_g330.1.mk
Prupe.1G307200.2.p	Pav_sc0000567.1_g890.1.mk
Prupe.1G212400.1.p	Pav_sc0001227.1_g130.1.mk
Prupe.1G549300.2.p	Pav_sc0002136.1_g320.1.mk
Prupe.1G387500.1.p	Pav_sc0000890.1_g1190.1.br
Prupe.1G015400.1.p	Pav_sc0000449.1_g390.1.mk
Prupe.1G023900.1.p	Pav_sc0000775.1_g180.1.mk
Prupe.1G459800.1.p	Pav_sc0003562.1_g360.1.mk
Prupe.1G242400.1.p	Pav_sc0000747.1_g540.1.mk
Prupe.1G141100.1.p	Pav_sc0000240.1_g220.1.mk
Prupe.1G136400.1.p	Pav_sc0000174.1_g060.1.mk
Prupe.1G516500.1.p	Pav_sc0000691.1_g500.1.mk
Prupe.1G030300.1.p	Pav_sc0000998.1_g600.1.mk
Prupe.1G139700.4.p	Pav_sc0000755.1_g380.1.mk
Prupe.1G271500.1.p	Pav_sc0000220.1_g1750.1.mk
Prupe.1G429100.1.p	Pav_sc0000852.1_g240.1.mk
Prupe.1G376400.2.p	Pav_sc0002208.1_g840.1.mk
Prupe.1G486200.1.p	Pav_sc0001275.1_g510.1.mk
Prupe.1G054000.1.p	Pav_sc0000207.1_g600.1.mk
Prupe.1G003600.1.p	Pav_sc0000045.1_g220.1.mk
Prupe.1G286000.1.p	Pav_sc0000220.1_g060.1.mk
Prupe.1G004800.2.p	Pav_sc0000045.1_g070.1.mk
Prupe.1G267000.1.p	Pav_sc0002012.1_g060.1.mk
Prupe.1G502700.1.p	Pav_sc0000030.1_g1320.1.mk
Prupe.1G231600.1.p	Pav_sc0000351.1_g210.1.mk
Prupe.1G279100.1.p	Pav_sc0000220.1_g810.1.mk
Prupe.1G552400.1.p	Pav_sc0006558.1_g090.1.mk
Prupe.1G532800.2.p	Pav_sc0002456.1_g230.1.mk
Prupe.1G203400.1.p	Pav_sc0002635.1_g040.1.mk
Prupe.1G304500.1.p	Pav_sc0003685.1_g050.1.mk
Prupe.1G191400.1.p	Pav_sc0000714.1_g260.1.mk
Prupe.1G220500.1.p	Pav_sc0004527.1_g010.1.mk
Prupe.1G140900.1.p	Pav_sc0000240.1_g230.1.mk
Prupe.1G421700.1.p	Pav_sc0002445.1_g040.1.mk
Prupe.1G063300.1.p	Pav_sc0000207.1_g1460.1.mk
Prupe.1G425300.1.p	Pav_sc0004314.1_g030.1.mk
Prupe.1G377100.1.p	Pav_sc0002286.1_g040.1.mk
Prupe.1G249400.3.p	Pav_sc0008498.1_g040.1.mk
Prupe.1G454800.1.p	Pav_sc0000800.1_g1410.1.mk
Prupe.1G343300.1.p	Pav_sc0000410.1_g120.1.mk
Prupe.1G430900.2.p	Pav_sc0000852.1_g440.1.mk
Prupe.1G144200.2.p	Pav_sc0000290.1_g250.1.mk
Prupe.1G529100.1.p	Pav_sc0000257.1_g1020.1.mk
Prupe.1G367400.1.p	Pav_sc0002080.1_g080.1.mk
Prupe.1G047700.1.p	Pav_sc0001695.1_g020.1.mk
Prupe.1G317200.1.p	Pav_sc0001181.1_g120.1.mk
Prupe.1G111800.1.p	Pav_sc0000028.1_g510.1.mk
Prupe.1G446800.1.p	Pav_sc0000800.1_g650.1.mk
Prupe.1G092500.1.p	Pav_sc0000308.1_g200.1.br
Prupe.1G392400.1.p	Pav_sc0000890.1_g540.1.mk
Prupe.1G064600.1.p	Pav_sc0001248.1_g350.1.mk
Prupe.1G381000.1.p	Pav_sc0002375.1_g280.1.mk
Prupe.1G490700.2.p	Pav_sc0000195.1_g100.1.mk
Prupe.1G533200.1.p	Pav_sc0002456.1_g160.1.mk
Prupe.1G498300.1.p	Pav_sc0000195.1_g930.1.br
Prupe.1G017900.1.p	Pav_sc0000449.1_g620.1.mk
Prupe.1G237500.1.p	Pav_sc0002479.1_g590.1.mk
Prupe.1G440900.1.p	Pav_sc0009808.1_g020.1.mk
Prupe.1G211700.1.p	Pav_sc0001397.1_g010.1.mk
Prupe.1G118800.1.p	Pav_sc0002106.1_g370.1.mk
Prupe.1G315900.3.p	Pav_sc0001051.1_g450.1.mk
Prupe.1G155300.1.p	Pav_sc0003169.1_g060.1.mk
Prupe.1G293500.2.p	Pav_sc0001191.1_g300.1.mk
Prupe.1G008200.4.p	Pav_sc0000381.1_g250.1.mk
Prupe.1G534600.1.p	Pav_sc0003183.1_g080.1.mk
Prupe.1G525200.1.p	Pav_sc0000932.1_g010.1.br
Prupe.1G197500.1.p	Pav_sc0006044.1_g010.1.mk
Prupe.1G523500.1.p	Pav_sc0000257.1_g260.1.mk
Prupe.1G189200.1.p	Pav_sc0000751.1_g070.1.br
Prupe.1G526800.3.p	Pav_sc0000257.1_g720.1.mk
Prupe.1G511800.2.p	Pav_sc0000030.1_g200.1.mk
Prupe.1G343600.1.p	Pav_sc0000410.1_g170.1.mk
Prupe.1G262800.1.p	Pav_sc0000054.1_g430.1.mk
Prupe.1G121400.1.p	Pav_sc0001031.1_g290.1.mk
Prupe.1G046800.1.p	Pav_sc0001695.1_g040.1.mk
Prupe.1G518600.3.p	Pav_sc0000691.1_g710.1.mk
Prupe.1G145200.1.p	Pav_sc0004467.1_g070.1.mk
Prupe.1G108800.10.p	Pav_sc0000028.1_g840.1.mk
Prupe.1G219100.1.p	Pav_sc0000721.1_g280.1.mk
Prupe.1G187800.1.p	Pav_sc0000706.1_g030.1.mk
Prupe.1G101100.1.p	Pav_sc0000065.1_g810.1.mk
Prupe.1G090300.6.p	Pav_sc0000308.1_g370.1.mk
Prupe.1G073200.2.p	Pav_sc0000624.1_g1130.1.mk
Prupe.1G585500.1.p	Pav_sc0001196.1_g1880.1.mk
Prupe.1G545500.1.p	Pav_sc0000502.1_g260.1.mk
Prupe.1G274200.1.p	Pav_sc0001226.1_g080.1.br
Prupe.1G382600.1.p	Pav_sc0002375.1_g140.1.mk
Prupe.1G063000.1.p	Pav_sc0000207.1_g1440.1.mk
Prupe.1G406900.1.p	Pav_sc0000069.1_g260.1.mk
Prupe.1G560900.1.p	Pav_sc0001106.1_g740.1.mk
Prupe.1G057400.1.p	Pav_sc0000207.1_g1010.1.mk
Prupe.1G433600.2.p	Pav_sc0000852.1_g710.1.mk
Prupe.1G533300.2.p	Pav_sc0002456.1_g120.1.mk
Prupe.1G414500.1.p	Pav_sc0004290.1_g120.1.mk
Prupe.1G026500.1.p	Pav_sc0000998.1_g100.1.mk
Prupe.1G443500.1.p	Pav_sc0000800.1_g260.1.mk
Prupe.1G555200.1.p	Pav_sc0001323.1_g250.1.mk
Prupe.1G588300.15.p	Pav_sc0001196.1_g2310.1.mk
Prupe.1G478800.2.p	Pav_sc0001476.1_g100.1.mk
Prupe.1G532400.1.p	Pav_sc0002456.1_g260.1.mk
Prupe.1G461100.8.p	Pav_sc0003562.1_g230.1.mk
Prupe.1G097600.1.p	Pav_sc0000764.1_g130.1.mk
Prupe.1G018400.1.p	Pav_sc0001539.1_g330.1.br
Prupe.1G357000.1.p	Pav_sc0007796.1_g040.1.br
Prupe.1G489200.1.p	Pav_sc0001275.1_g020.1.mk
Prupe.1G579400.1.p	Pav_sc0001196.1_g990.1.mk
Prupe.1G148800.2.p	Pav_sc0000184.1_g180.1.mk
Prupe.1G227300.1.p	Pav_sc0000091.1_g590.1.mk
Prupe.1G316100.1.p	Pav_sc0001181.1_g010.1.mk
Prupe.1G458500.1.p	Pav_sc0000800.1_g1780.1.mk
Prupe.1G398900.1.p	Pav_sc0000131.1_g840.1.mk
Prupe.1G488800.2.p	Pav_sc0001275.1_g070.1.mk
Prupe.1G248400.1.p	Pav_sc0002893.1_g240.1.mk
Prupe.1G073400.1.p	Pav_sc0000624.1_g1160.1.mk
Prupe.1G409600.1.p	Pav_sc0000069.1_g550.1.mk
Prupe.1G535200.2.p	Pav_sc0002327.1_g040.1.mk
Prupe.1G336400.2.p	Pav_sc0000893.1_g690.1.mk
Prupe.1G239500.1.p	Pav_sc0000747.1_g090.1.mk
Prupe.1G018200.1.p	Pav_sc0001539.1_g350.1.mk
Prupe.1G342000.1.p	Pav_sc0000893.1_g1330.1.mk
Prupe.1G056800.1.p	Pav_sc0000207.1_g980.1.mk
Prupe.1G039100.1.p	Pav_sc0000119.1_g360.1.mk
Prupe.1G219000.1.p	Pav_sc0000721.1_g270.1.mk
Prupe.1G519400.1.p	Pav_sc0000691.1_g750.1.mk
Prupe.1G259700.1.p	Pav_sc0001827.1_g270.1.mk
Prupe.1G307300.2.p	Pav_sc0000567.1_g900.1.mk
Prupe.1G499600.1.p	Pav_sc0000195.1_g1000.1.mk
Prupe.1G503100.1.p	Pav_sc0000030.1_g1280.1.mk
Prupe.1G006100.1.p	Pav_sc0000022.1_g210.1.mk
Prupe.1G446300.1.p	Pav_sc0000800.1_g610.1.mk
Prupe.1G326800.1.p	Pav_sc0001088.1_g120.1.mk
Prupe.1G322500.1.p	Pav_sc0001181.1_g800.1.mk
Prupe.1G579900.1.p	Pav_sc0001196.1_g1040.1.mk
Prupe.1G278900.1.p	Pav_sc0000220.1_g830.1.mk
Prupe.1G457800.1.p	Pav_sc0000800.1_g1730.1.mk
Prupe.1G561700.3.p	Pav_sc0001106.1_g650.1.mk
Prupe.1G242900.4.p	Pav_sc0000747.1_g590.1.mk
Prupe.1G487500.2.p	Pav_sc0001275.1_g230.1.mk
Prupe.1G381300.1.p	Pav_sc0002375.1_g250.1.mk
Prupe.1G501000.1.p	Pav_sc0000030.1_g1470.1.mk
Prupe.1G138100.2.p	Pav_sc0000755.1_g050.1.mk
Prupe.1G558600.1.p	Pav_sc0001323.1_g780.1.mk
Prupe.1G275400.1.p	Pav_sc0000220.1_g1360.1.mk
Prupe.1G156500.1.p	Pav_sc0003169.1_g260.1.br
Prupe.1G167800.1.p	Pav_sc0000415.1_g160.1.mk
Prupe.1G537400.1.p	Pav_sc0002327.1_g250.1.br
Prupe.1G310000.1.p	Pav_sc0000567.1_g1180.1.mk
Prupe.1G366600.1.p	Pav_sc0001576.1_g020.1.br
Prupe.1G142900.2.p	Pav_sc0000290.1_g090.1.mk
Prupe.1G157400.1.p	Pav_sc0001082.1_g170.1.br
Prupe.1G234800.1.p	Pav_sc0000351.1_g590.1.mk
Prupe.1G156900.1.p	Pav_sc0001082.1_g120.1.mk
Prupe.1G506100.1.p	Pav_sc0000030.1_g960.1.mk
Prupe.1G577500.1.p	Pav_sc0001196.1_g870.1.mk
Prupe.1G003500.1.p	Pav_sc0000045.1_g230.1.mk
Prupe.1G009700.1.p	Pav_sc0001252.1_g060.1.br
Prupe.1G009700.2.p	Pav_sc0001222.1_g010.1.br
Prupe.1G547100.1.p	Pav_sc0000502.1_g520.1.mk
Prupe.1G261200.1.p	Pav_sc0000054.1_g100.1.mk
Prupe.1G188800.1.p	Pav_sc0000706.1_g060.1.mk
Prupe.1G484000.1.p	Pav_sc0000549.1_g890.1.mk
Prupe.1G195700.2.p	Pav_sc0002613.1_g290.1.mk
Prupe.1G438400.1.p	Pav_sc0000852.1_g1160.1.mk
Prupe.1G281600.1.p	Pav_sc0000220.1_g550.1.mk
Prupe.1G024600.1.p	Pav_sc0000775.1_g120.1.mk
Prupe.1G459100.1.p	Pav_sc0003562.1_g440.1.mk
Prupe.1G284700.1.p	Pav_sc0000220.1_g170.1.mk
Prupe.1G436700.1.p	Pav_sc0000852.1_g1020.1.br
Prupe.1G283800.1.p	Pav_sc0000220.1_g260.1.mk
Prupe.1G040900.1.p	Pav_sc0000119.1_g570.1.mk
Prupe.1G568500.1.p	Pav_sc0004354.1_g200.1.mk
Prupe.1G566700.1.p	Pav_sc0001106.1_g110.1.mk
Prupe.1G517600.1.p	Pav_sc0000691.1_g620.1.mk
Prupe.1G056600.3.p	Pav_sc0000207.1_g940.1.mk
Prupe.1G473000.1.p	Pav_sc0001623.1_g240.1.mk
Prupe.1G404200.1.p	Pav_sc0000131.1_g140.1.mk
Prupe.1G153400.1.p	Pav_sc0001878.1_g060.1.mk
Prupe.1G542200.1.p	Pav_sc0002327.1_g730.1.mk
Prupe.1G482000.1.p	Pav_sc0001015.1_g200.1.mk
Prupe.1G031000.1.p	Pav_sc0006098.1_g020.1.mk
Prupe.1G087600.1.p	Pav_sc0000359.1_g160.1.mk
Prupe.1G435300.1.p	Pav_sc0000852.1_g900.1.mk
Prupe.1G114400.1.p	Pav_sc0000028.1_g220.1.mk
Prupe.1G544700.1.p	Pav_sc0000502.1_g070.1.mk
Prupe.1G235200.1.p	Pav_sc0000351.1_g620.1.mk
Prupe.1G013400.1.p	Pav_sc0000449.1_g200.1.mk
Prupe.1G562200.1.p	Pav_sc0001106.1_g600.1.mk
Prupe.1G120600.1.p	Pav_sc0002106.1_g130.1.mk
Prupe.1G492900.1.p	Pav_sc0000195.1_g380.1.mk
Prupe.1G084500.1.p	Pav_sc0000359.1_g520.1.mk
Prupe.1G299300.1.p	Pav_sc0000588.1_g460.1.mk
Prupe.1G131700.1.p	Pav_sc0000174.1_g950.1.mk
Prupe.1G131700.3.p	Pav_sc0000174.1_g960.1.mk
Prupe.1G578700.1.p	Pav_sc0001196.1_g920.1.br
Prupe.1G320700.1.p	Pav_sc0001181.1_g610.1.mk
Prupe.1G102500.2.p	Pav_sc0000065.1_g520.1.mk
Prupe.1G471800.2.p	Pav_sc0001623.1_g040.1.mk
Prupe.1G329500.1.p	Pav_sc0000221.1_g220.1.mk
Prupe.1G358400.3.p	Pav_sc0007796.1_g120.1.mk
Prupe.1G434400.1.p	Pav_sc0000852.1_g800.1.mk
Prupe.1G555800.1.p	Pav_sc0001323.1_g300.1.mk
Prupe.1G227000.1.p	Pav_sc0000091.1_g570.1.mk
Prupe.1G046100.1.p	Pav_sc0005678.1_g050.1.mk
Prupe.1G486600.1.p	Pav_sc0001275.1_g470.1.mk
Prupe.1G347600.1.p	Pav_sc0000410.1_g590.1.mk
Prupe.1G186400.1.p	Pav_sc0005373.1_g030.1.mk
Prupe.1G318700.1.p	Pav_sc0001181.1_g270.1.mk
Prupe.1G476300.1.p	Pav_sc0003802.1_g070.1.br
Prupe.1G394600.1.p	Pav_sc0000890.1_g300.1.mk
Prupe.1G204800.1.p	Pav_sc0004023.1_g100.1.mk
Prupe.1G383600.1.p	Pav_sc0000890.1_g1550.1.mk
Prupe.1G239700.1.p	Pav_sc0000747.1_g110.1.mk
Prupe.1G113900.3.p	Pav_sc0000028.1_g310.1.mk
Prupe.1G406500.1.p	Pav_sc0000069.1_g230.1.mk
Prupe.1G511300.1.p	Pav_sc0000030.1_g260.1.mk
Prupe.1G536300.1.p	Pav_sc0002327.1_g160.1.mk
Prupe.1G374100.1.p	Pav_sc0002208.1_g490.1.mk
Prupe.1G013200.2.p	Pav_sc0000449.1_g180.1.mk
Prupe.1G185400.1.p	Pav_sc0005824.1_g020.1.mk
Prupe.1G544000.1.p	Pav_sc0002327.1_g1050.1.mk
Prupe.1G559900.3.p	Pav_sc0001323.1_g1020.1.mk
Prupe.1G411200.1.p	Pav_sc0000069.1_g700.1.mk
Prupe.1G506000.1.p	Pav_sc0000030.1_g980.1.mk
Prupe.1G050100.1.p	Pav_sc0001197.1_g030.1.mk
Prupe.1G419900.1.p	Pav_sc0000912.1_g110.1.mk
Prupe.1G304600.1.p	Pav_sc0003685.1_g060.1.mk
Prupe.1G378400.1.p	Pav_sc0002286.1_g170.1.mk
Prupe.1G137100.1.p	Pav_sc0006257.1_g020.1.mk
Prupe.1G138700.2.p	Pav_sc0000755.1_g170.1.mk
Prupe.1G136700.1.p	Pav_sc0000174.1_g030.1.mk
Prupe.1G578900.1.p	Pav_sc0001196.1_g940.1.mk
Prupe.1G295600.1.p	Pav_sc0000588.1_g060.1.mk
Prupe.1G083000.2.p	Pav_sc0000359.1_g660.1.br
Prupe.1G554600.10.p	Pav_sc0001323.1_g190.1.mk
Prupe.1G154400.3.p	Pav_sc0001878.1_g180.1.mk
Prupe.1G161100.1.p	Pav_sc0003098.1_g170.1.mk
Prupe.1G510300.1.p	Pav_sc0000030.1_g430.1.br
Prupe.1G430000.1.p	Pav_sc0000852.1_g360.1.mk
Prupe.1G222100.1.p	Pav_sc0000555.1_g170.1.mk
Prupe.1G496500.4.p	Pav_sc0001251.1_g030.1.mk
Prupe.1G531900.6.p	Pav_sc0000257.1_g1370.1.mk
Prupe.1G431400.1.p	Pav_sc0000852.1_g480.1.mk
Prupe.1G179300.1.p	Pav_sc0001267.1_g100.1.mk
Prupe.1G334200.1.p	Pav_sc0000893.1_g450.1.mk
