transcript_id,D7-1,D7-2,D7-3,T3-1,T3-2,T3-3
Prupe.7G111800.1_v2.0.a1,0,0,0,0,0,0
Prupe.6G022000.4_v2.0.a1,0,0,0,8,0,0
Prupe.1G271300.1_v2.0.a1,568,353,381,433,485,215
Prupe.8G083600.2_v2.0.a1,5,0,28,0,63,0
Prupe.1G344500.1_v2.0.a1,55,27,54,129,110,59
Prupe.3G189300.1_v2.0.a1,1023,717,815,62,84,27
Prupe.2G036200.1_v2.0.a1,125,0,0,778,711,178
Prupe.1G223500.1_v2.0.a1,0,0,60,30,87,0
Prupe.1G029900.1_v2.0.a1,31,31,12,68,93,36
Prupe.6G152000.1_v2.0.a1,4005,2476,2749,1205,1524,756
Prupe.6G280800.1_v2.0.a1,2524,1530,1670,10035,12005,5042
Prupe.2G079800.1_v2.0.a1,1035,626,611,1360,1540,659
MSTRG.5283.3,1043,180,747,1813,0,635
Prupe.8G209900.3_v2.0.a1,0,0,8,12,7,0
Prupe.8G090600.1_v2.0.a1,2,3,2,0,0,1
Prupe.2G096800.1_v2.0.a1,88,48,42,0,0,0
Prupe.1G298000.2_v2.0.a1,0,0,0,0,0,0
Prupe.3G132100.6_v2.0.a1,0,0,0,0,0,0
Prupe.5G120200.1_v2.0.a1,252,216,184,749,888,378
Prupe.7G013600.1_v2.0.a1,0,0,0,0,0,0
Prupe.3G018900.4_v2.0.a1,166,0,0,0,116,150
Prupe.7G156600.1_v2.0.a1,0,6,0,27,44,0
Prupe.5G126100.2_v2.0.a1,0,0,0,0,66,0
Prupe.1G359500.1_v2.0.a1,4,5,7,23,25,13
Prupe.6G007000.1_v2.0.a1,1135,72,38,2249,142,28
Prupe.4G249700.1_v2.0.a1,768,449,530,1398,1671,686
Prupe.7G023000.1_v2.0.a1,2928,1702,1853,3613,4342,1865
Prupe.2G269100.1_v2.0.a1,96,0,0,0,11,0
MSTRG.12683.5,188,440,437,0,0,316
Prupe.6G226500.2_v2.0.a1,0,0,0,0,0,0
Prupe.2G152200.4_v2.0.a1,49,127,104,326,436,242
Prupe.8G051100.1_v2.0.a1,5,17,9,77,0,18
Prupe.3G199200.2_v2.0.a1,0,0,0,0,0,0
Prupe.3G149100.1_v2.0.a1,8,12,0,0,0,0
Prupe.2G310300.2_v2.0.a1,262,147,184,243,322,136
Prupe.2G148800.1_v2.0.a1,3946,2624,2682,673,860,385
Prupe.8G074400.2_v2.0.a1,3,0,0,0,2,0
Prupe.1G494000.4_v2.0.a1,0,5,61,99,58,0
Prupe.5G169300.1_v2.0.a1,116,84,49,168,236,104
Prupe.7G090300.1_v2.0.a1,691,400,452,1939,2269,904
MSTRG.19480.4,2,0,4,1,0,1
Prupe.2G021700.1_v2.0.a1,18,9,12,8,5,6
MSTRG.1818.2,5,0,5,37,6,9
Prupe.2G048600.1_v2.0.a1,1030,654,599,1394,1773,772
Prupe.7G085400.1_v2.0.a1,96,39,55,42,58,34
Prupe.1G121500.1_v2.0.a1,18,12,17,4,9,4
Prupe.2G109800.1_v2.0.a1,0,0,0,0,0,0
Prupe.2G157900.1_v2.0.a1,0,0,0,4,0,0
Prupe.3G298100.1_v2.0.a1,747,440,472,785,902,372
Prupe.3G097300.3_v2.0.a1,0,0,0,262,269,183
Prupe.3G016800.1_v2.0.a1,34,17,41,102,42,52
Prupe.2G261400.1_v2.0.a1,461,223,273,459,396,243
MSTRG.4860.3,31,14,6,97,106,5
Prupe.4G003600.1_v2.0.a1,2927,1723,1815,5613,6201,3019
Prupe.6G071900.1_v2.0.a1,0,0,0,0,5,0
Prupe.1G319700.3_v2.0.a1,0,14,0,23,35,0
MSTRG.14401.3,70,0,66,17,15,10
Prupe.5G084400.1_v2.0.a1,0,0,0,0,3,0
Prupe.6G249000.4_v2.0.a1,8,11,0,0,6,0
Prupe.4G275900.1_v2.0.a1,255,125,123,157,191,50
Prupe.4G100900.1_v2.0.a1,44,23,23,157,145,51
Prupe.6G132500.1_v2.0.a1,6,0,3,3,3,2
Prupe.1G394400.5_v2.0.a1,0,0,0,0,0,0
Prupe.1G427700.1_v2.0.a1,0,0,0,455,484,229
Prupe.3G087300.3_v2.0.a1,287,277,236,158,129,27
Prupe.5G208500.1_v2.0.a1,2792,1655,1867,1683,2134,963
Prupe.3G101100.1_v2.0.a1,8,0,7,0,0,0
MSTRG.12652.2,0,0,0,0,0,0
Prupe.7G233800.5_v2.0.a1,8,4,4,0,4,0
Prupe.7G031700.2_v2.0.a1,0,0,0,0,0,0
Prupe.1G284900.5_v2.0.a1,0,0,0,0,0,21
Prupe.8G229400.1_v2.0.a1,34,20,25,36,26,20
Prupe.5G015900.3_v2.0.a1,36,0,0,15,0,0
Prupe.2G138600.1_v2.0.a1,123,60,135,250,233,131
MSTRG.4943.5,6,0,0,0,0,0
Prupe.2G177000.4_v2.0.a1,0,18,0,0,0,0
Prupe.3G112400.1_v2.0.a1,0,0,7,165,244,42
Prupe.1G011500.1_v2.0.a1,6904,4137,4074,1934,2353,1003
MSTRG.4943.3,91,0,62,0,298,209
MSTRG.4943.2,0,0,0,170,168,0
Prupe.5G080700.2_v2.0.a1,0,25,7,0,0,0
Prupe.2G303400.1_v2.0.a1,298,180,180,610,665,301
Prupe.3G280200.1_v2.0.a1,1854,1910,1565,4223,2955,1836
MSTRG.5180.1,16173,6757,6622,5463,6953,5753
MSTRG.6086.2,0,24,0,0,0,0
Prupe.4G092200.1_v2.0.a1,9,10,4,25,24,11
Prupe.1G298800.1_v2.0.a1,0,0,0,0,0,0
Prupe.6G345400.4_v2.0.a1,0,15,30,20,5,10
Prupe.3G159100.1_v2.0.a1,954,531,606,126,190,62
Prupe.7G185700.1_v2.0.a1,0,0,0,20,33,11
Prupe.4G106600.6_v2.0.a1,0,0,0,0,0,0
Prupe.4G026100.2_v2.0.a1,469,333,324,1113,1028,491
Prupe.2G074400.4_v2.0.a1,0,0,0,0,0,0
Prupe.1G073000.2_v2.0.a1,1988,1161,1155,5166,3928,2904
Prupe.5G079500.3_v2.0.a1,0,0,0,4,1,0
Prupe.6G241500.1_v2.0.a1,40,0,0,30,33,103
Prupe.6G104100.1_v2.0.a1,8,26,0,0,0,0
Prupe.7G266600.1_v2.0.a1,445,178,252,256,279,124
Prupe.7G199100.1_v2.0.a1,15,4,4,8,9,4
Prupe.8G220200.1_v2.0.a1,0,0,2,0,0,0
Prupe.1G544400.2_v2.0.a1,19,8,9,26,39,18
Prupe.2G295000.1_v2.0.a1,0,2,7,5,3,4
Prupe.8G061800.1_v2.0.a1,0,0,0,0,0,0
Prupe.8G058500.1_v2.0.a1,0,0,0,20,18,9
Prupe.4G280600.6_v2.0.a1,164,191,478,357,684,224
Prupe.6G205100.4_v2.0.a1,9,0,0,18,72,31
Prupe.7G151200.1_v2.0.a1,81,73,61,52,55,34
Prupe.6G192600.1_v2.0.a1,139,71,28,303,422,75
Prupe.2G085700.1_v2.0.a1,0,0,0,0,0,0
Prupe.1G174600.1_v2.0.a1,2,2,2,33,50,19
Prupe.3G151000.1_v2.0.a1,12,11,0,0,0,0
Prupe.4G277300.1_v2.0.a1,0,0,0,0,0,0
Prupe.7G079300.1_v2.0.a1,294,221,217,639,848,380
Prupe.2G104200.1_v2.0.a1,389,232,127,216,421,147
Prupe.1G373700.2_v2.0.a1,204,294,268,214,259,94
Prupe.1G200900.1_v2.0.a1,0,0,0,0,0,0
Prupe.5G189100.1_v2.0.a1,16,11,15,17,39,19
Prupe.4G144300.1_v2.0.a1,1044,686,656,1228,1407,599
Prupe.3G014500.1_v2.0.a1,6,4,0,9,9,4
MSTRG.7364.3,0,24,0,0,0,111
MSTRG.4657.4,0,199,0,0,0,0
MSTRG.7364.1,95,57,56,376,430,325
MSTRG.14133.1,111,69,53,169,265,116
Prupe.4G240100.1_v2.0.a1,0,0,0,0,15,0
Prupe.7G027400.1_v2.0.a1,0,0,0,0,0,0
Prupe.7G214900.1_v2.0.a1,410,289,295,602,705,290
Prupe.4G156700.1_v2.0.a1,129,47,56,332,313,151
Prupe.6G353800.1_v2.0.a1,4,4,11,6,13,0
MSTRG.18442.1,1568,726,753,182,401,319
Prupe.5G003700.1_v2.0.a1,1449,1022,1026,1852,2191,1073
Prupe.5G048800.2_v2.0.a1,24,0,0,0,0,0
Prupe.1G233800.1_v2.0.a1,0,3,0,9,0,0
Prupe.1G167100.1_v2.0.a1,452,315,397,204,282,96
Prupe.3G140100.1_v2.0.a1,33,35,8,20,26,16
Prupe.1G362800.2_v2.0.a1,581,390,362,1179,1582,882
Prupe.4G244200.1_v2.0.a1,614,382,459,1256,1433,672
Prupe.7G149400.1_v2.0.a1,973,700,640,868,1087,424
Prupe.2G304900.4_v2.0.a1,0,0,11,137,85,0
Prupe.6G290800.1_v2.0.a1,1413,827,882,927,1215,483
Prupe.6G363600.4_v2.0.a1,0,0,0,0,0,0
Prupe.1G507800.2_v2.0.a1,29,14,0,0,0,0
Prupe.7G027100.1_v2.0.a1,199,401,209,493,343,174
MSTRG.19262.1,17,3,0,0,7,6
Prupe.2G071700.1_v2.0.a1,266,197,192,319,369,167
Prupe.7G247300.7_v2.0.a1,18,58,60,10,45,74
Prupe.7G113700.3_v2.0.a1,0,0,0,0,3,0
Prupe.8G101700.2_v2.0.a1,8,12,26,3,3,2
Prupe.1G197000.1_v2.0.a1,0,0,0,0,0,0
Prupe.2G169800.1_v2.0.a1,254,287,257,340,617,197
Prupe.1G285900.1_v2.0.a1,140,98,94,278,338,154
Prupe.6G147300.1_v2.0.a1,342,191,178,845,971,419
Prupe.5G095800.1_v2.0.a1,59,39,41,0,0,0
Prupe.5G203400.11_v2.0.a1,1269,0,0,0,426,0
MSTRG.10398.1,170,58,141,212,259,95
Prupe.3G273900.1_v2.0.a1,88,56,56,16,34,11
Prupe.8G160200.1_v2.0.a1,495,330,299,1543,1785,795
Prupe.4G278100.1_v2.0.a1,0,0,0,0,0,0
Prupe.4G267500.4_v2.0.a1,0,0,0,242,22,184
Prupe.1G115800.2_v2.0.a1,27,120,23,41,65,71
Prupe.1G194600.1_v2.0.a1,0,0,0,0,0,0
Prupe.8G195000.1_v2.0.a1,343,244,96,352,550,183
Prupe.3G003100.2_v2.0.a1,4,0,0,0,0,0
MSTRG.7875.1,0,0,0,84,153,76
MSTRG.797.1,0,0,0,409,649,211
Prupe.6G035900.4_v2.0.a1,0,0,0,0,0,0
Prupe.2G079600.1_v2.0.a1,43,20,25,18,41,12
Prupe.1G441600.1_v2.0.a1,3480,2087,2201,297,382,148
Prupe.8G103300.1_v2.0.a1,0,0,0,0,0,0
Prupe.3G144400.1_v2.0.a1,0,0,0,0,0,0
Prupe.3G235200.1_v2.0.a1,3316,2066,2173,2516,3084,1233
Prupe.6G231400.1_v2.0.a1,214,98,151,465,256,237
Prupe.1G025500.1_v2.0.a1,1866,1406,1385,4108,5496,2289
Prupe.4G044800.6_v2.0.a1,148,47,77,243,326,64
Prupe.1G437300.1_v2.0.a1,64,36,33,4,6,5
MSTRG.5069.1,46,56,18,87,74,30
Prupe.8G032400.12_v2.0.a1,0,0,0,0,21,0
Prupe.2G278500.1_v2.0.a1,0,0,0,0,0,0
Prupe.8G058700.1_v2.0.a1,1418,966,958,2008,2384,1047
Prupe.8G011900.1_v2.0.a1,20,9,10,50,72,38
Prupe.6G221600.1_v2.0.a1,7540,4751,5115,17920,22052,9182
MSTRG.2054.2,0,0,377,0,534,0
Prupe.1G126600.1_v2.0.a1,2660,1707,1718,2940,3247,1452
Prupe.3G184700.1_v2.0.a1,0,0,0,2,0,0
Prupe.1G515300.1_v2.0.a1,22,21,8,0,0,0
Prupe.1G164900.1_v2.0.a1,68,17,33,19,34,36
Prupe.1G127600.2_v2.0.a1,0,0,0,0,0,0
Prupe.1G420400.1_v2.0.a1,247,194,179,360,433,186
Prupe.6G116700.2_v2.0.a1,60,14,22,626,801,358
Prupe.6G168600.3_v2.0.a1,454,4,138,786,439,397
Prupe.2G112400.1_v2.0.a1,0,0,0,0,0,0
MSTRG.6967.3,316,74,157,225,205,94
MSTRG.6967.2,80,65,69,72,63,142
MSTRG.7394.2,30,23,0,147,109,32
Prupe.1G279200.1_v2.0.a1,2266,1410,1492,1081,1353,663
Prupe.1G004800.2_v2.0.a1,3274,1979,2223,4819,5565,2646
Prupe.6G346100.1_v2.0.a1,0,5,5,3,6,2
Prupe.8G247900.1_v2.0.a1,229,138,166,179,201,73
Prupe.6G111200.1_v2.0.a1,0,0,0,0,0,0
Prupe.2G278000.1_v2.0.a1,326,214,240,1394,1610,664
Prupe.6G022600.3_v2.0.a1,0,0,0,178,0,122
Prupe.7G109200.1_v2.0.a1,235,157,134,198,299,123
Prupe.3G216300.1_v2.0.a1,18,9,11,43,49,21
Prupe.3G048300.2_v2.0.a1,6,1,1,19,10,1
Prupe.1G199500.10_v2.0.a1,0,0,0,0,0,0
Prupe.5G244600.3_v2.0.a1,170,85,75,1715,2039,1035
Prupe.2G201600.3_v2.0.a1,6,0,2,29,14,11
Prupe.3G285600.5_v2.0.a1,0,45,0,0,0,0
Prupe.5G203400.9_v2.0.a1,0,0,0,0,158,0
Prupe.8G246200.1_v2.0.a1,0,0,0,0,7,0
Prupe.1G014100.1_v2.0.a1,550,720,628,1675,656,480
Prupe.6G199800.1_v2.0.a1,98,77,102,20,43,59
Prupe.1G502600.1_v2.0.a1,4652,3047,3208,4018,4797,2018
Prupe.4G117000.1_v2.0.a1,4,0,3,0,0,3
Prupe.1G253300.1_v2.0.a1,0,0,0,0,0,0
Prupe.1G056600.4_v2.0.a1,0,0,0,0,0,0
Prupe.2G274000.6_v2.0.a1,0,0,12,14,84,51
MSTRG.16939.4,26,36,14,85,129,12
Prupe.1G430800.1_v2.0.a1,1562,1032,1096,3069,3784,1703
Prupe.4G020100.1_v2.0.a1,0,0,0,2,0,265
Prupe.3G094400.2_v2.0.a1,2,0,0,0,0,0
Prupe.5G006800.2_v2.0.a1,745,463,478,831,972,415
Prupe.3G269500.1_v2.0.a1,3320,2000,2102,38,40,15
Prupe.3G097800.3_v2.0.a1,0,0,0,0,0,23
Prupe.1G060900.1_v2.0.a1,5722,3551,3771,1960,2360,1017
Prupe.6G252600.3_v2.0.a1,1500,1007,1013,2674,3103,1250
Prupe.4G276500.1_v2.0.a1,84,13,116,30,20,24
Prupe.1G585800.11_v2.0.a1,0,0,55,0,206,89
Prupe.8G086800.4_v2.0.a1,0,0,0,0,0,0
MSTRG.1257.1,23,13,8,56,54,30
Prupe.4G138100.1_v2.0.a1,164,99,101,27,35,17
Prupe.8G093200.1_v2.0.a1,38,30,23,22,22,6
Prupe.8G045200.1_v2.0.a1,4642,2188,2906,14941,17996,8025
Prupe.1G344600.1_v2.0.a1,18,12,22,9,12,4
Prupe.4G276600.2_v2.0.a1,0,35,94,267,273,84
Prupe.3G244700.1_v2.0.a1,55836,37429,39428,86416,105410,44634
Prupe.1G076100.1_v2.0.a1,0,0,0,0,0,0
Prupe.7G174600.2_v2.0.a1,0,0,0,0,0,0
Prupe.3G200300.2_v2.0.a1,1018,577,718,1586,1894,869
Prupe.4G138400.6_v2.0.a1,0,0,0,0,0,0
Prupe.1G103300.1_v2.0.a1,82,58,63,69,78,37
Prupe.4G243200.1_v2.0.a1,0,0,0,0,0,0
Prupe.2G182400.2_v2.0.a1,0,0,0,0,0,0
Prupe.7G085000.4_v2.0.a1,5,2,0,0,2,4
Prupe.7G119300.1_v2.0.a1,2,8,9,26,15,11
Prupe.1G360800.1_v2.0.a1,119,106,115,0,0,4
Prupe.2G311300.2_v2.0.a1,65,13,146,253,0,137
Prupe.3G286500.1_v2.0.a1,1482,990,995,3333,3960,1840
Prupe.6G101900.1_v2.0.a1,1755,981,1103,1465,1668,693
MSTRG.15804.10,252,156,307,169,0,0
MSTRG.3515.5,7,25,17,20,75,6
Prupe.2G302100.1_v2.0.a1,162,97,111,297,280,157
Prupe.8G093700.1_v2.0.a1,0,0,0,0,1,0
MSTRG.14385.1,65,29,41,74,91,41
Prupe.6G005700.2_v2.0.a1,297,391,398,411,580,411
Prupe.1G568600.1_v2.0.a1,265,189,175,500,658,316
Prupe.7G184400.1_v2.0.a1,0,0,0,3,0,4
Prupe.4G102800.5_v2.0.a1,0,0,0,0,0,0
Prupe.6G293400.11_v2.0.a1,0,0,0,0,0,100
MSTRG.8960.3,5,333,60,60,0,0
Prupe.8G066200.1_v2.0.a1,1252,761,830,3569,4096,1801
Prupe.2G078100.2_v2.0.a1,0,0,0,0,0,0
Prupe.1G376200.1_v2.0.a1,2506,1623,1670,2083,2465,1035
Prupe.1G345400.2_v2.0.a1,0,0,0,0,0,0
Prupe.2G282400.3_v2.0.a1,20,9,0,32,0,0
Prupe.8G137800.9_v2.0.a1,0,0,0,0,98,0
Prupe.5G184400.1_v2.0.a1,629,356,364,355,399,181
Prupe.2G037800.3_v2.0.a1,89,65,0,71,6,55
Prupe.5G001100.5_v2.0.a1,0,130,0,0,57,0
Prupe.6G250700.3_v2.0.a1,65,77,83,5,138,76
Prupe.2G204400.2_v2.0.a1,7,15,13,14,32,13
Prupe.1G483800.11_v2.0.a1,0,0,0,54,0,0
Prupe.8G115400.1_v2.0.a1,103,35,56,78,76,40
Prupe.1G351500.4_v2.0.a1,0,0,0,52,56,43
Prupe.1G521400.1_v2.0.a1,11550,7422,7826,32394,37304,17088
Prupe.3G068300.1_v2.0.a1,161,0,41,0,18,0
Prupe.3G195900.1_v2.0.a1,4,0,0,4,0,0
Prupe.6G106200.9_v2.0.a1,0,0,0,0,0,0
Prupe.3G059800.2_v2.0.a1,0,0,0,0,0,0
Prupe.6G123400.1_v2.0.a1,13,8,9,11735,14150,6158
Prupe.7G023400.15_v2.0.a1,0,0,0,0,0,0
Prupe.8G084900.4_v2.0.a1,23,101,48,21,84,0
Prupe.6G171600.3_v2.0.a1,33,22,11,25,19,16
Prupe.4G186700.1_v2.0.a1,645,395,412,8,0,5
Prupe.7G169600.3_v2.0.a1,28,17,0,0,20,0
Prupe.7G221600.5_v2.0.a1,75,50,0,0,0,0
Prupe.1G512500.3_v2.0.a1,484,440,419,408,568,224
Prupe.3G030400.4_v2.0.a1,0,0,0,44,94,45
MSTRG.17248.1,21,17,23,662,979,335
Prupe.3G262300.4_v2.0.a1,271,76,186,164,46,0
Prupe.1G156000.5_v2.0.a1,3,0,0,0,49,0
Prupe.2G003900.1_v2.0.a1,0,0,0,0,0,0
Prupe.1G108800.2_v2.0.a1,24,27,26,37,95,47
Prupe.3G020900.3_v2.0.a1,104,0,158,580,893,292
MSTRG.13907.3,127,47,59,79,159,53
Prupe.5G192200.1_v2.0.a1,506,273,345,726,853,322
Prupe.6G168600.11_v2.0.a1,0,0,0,0,0,0
Prupe.7G221600.3_v2.0.a1,111,103,153,52,85,0
Prupe.4G263100.1_v2.0.a1,9,10,0,129,123,52
Prupe.2G185200.1_v2.0.a1,60,63,48,150,206,85
Prupe.8G091100.5_v2.0.a1,328,214,256,562,899,276
Prupe.1G369900.2_v2.0.a1,13,0,0,14,0,1
Prupe.7G108000.1_v2.0.a1,76,60,61,16,12,8
Prupe.4G201000.5_v2.0.a1,0,0,0,0,1,0
Prupe.8G260200.9_v2.0.a1,0,0,0,0,0,0
Prupe.1G182400.5_v2.0.a1,0,0,0,0,0,0
MSTRG.1081.2,39,39,0,269,370,0
Prupe.6G326800.1_v2.0.a1,924,620,558,1732,2051,935
Prupe.4G282500.2_v2.0.a1,0,0,0,0,0,0
Prupe.6G093300.1_v2.0.a1,0,0,0,0,0,4
Prupe.8G267400.1_v2.0.a1,597,387,416,763,987,448
Prupe.5G096900.2_v2.0.a1,25,0,79,0,0,0
MSTRG.1302.1,14,21,0,48,40,37
Prupe.4G082600.3_v2.0.a1,0,0,34,26,52,20
Prupe.3G240200.1_v2.0.a1,21,11,8,15,21,17
Prupe.4G266100.2_v2.0.a1,0,0,0,0,0,0
Prupe.1G185100.1_v2.0.a1,6,0,0,0,0,0
Prupe.6G115500.2_v2.0.a1,0,0,0,0,0,0
Prupe.1G509500.1_v2.0.a1,0,0,0,0,1,0
Prupe.3G094400.1_v2.0.a1,1045,773,775,2100,2454,1153
Prupe.5G049600.5_v2.0.a1,0,0,0,0,0,0
Prupe.6G066300.1_v2.0.a1,27,13,18,51,48,44
Prupe.6G096200.1_v2.0.a1,0,0,0,1,0,0
Prupe.6G349800.1_v2.0.a1,15,11,12,75,102,41
MSTRG.8285.4,213,84,82,437,795,187
Prupe.1G096600.1_v2.0.a1,0,0,0,0,0,0
MSTRG.15037.4,0,0,17,0,0,0
MSTRG.3257.1,47,12,23,174,127,65
Prupe.5G142900.1_v2.0.a1,235,153,196,474,394,277
Prupe.2G235600.1_v2.0.a1,0,0,0,0,0,0
Prupe.1G340000.2_v2.0.a1,413,180,103,487,491,176
Prupe.1G295700.1_v2.0.a1,403,191,251,1089,1543,665
Prupe.1G123100.1_v2.0.a1,1904,1094,1133,189,211,112
Prupe.1G178200.1_v2.0.a1,0,0,0,0,0,0
Prupe.2G133400.2_v2.0.a1,0,0,0,0,0,0
Prupe.2G203200.1_v2.0.a1,665,295,357,835,1033,392
Prupe.7G022100.2_v2.0.a1,155,103,66,167,234,104
Prupe.3G306100.4_v2.0.a1,378,0,0,1986,697,0
MSTRG.13886.2,242,0,178,991,455,82
MSTRG.13886.3,0,539,0,35,282,0
MSTRG.10132.1,525,295,371,91,94,33
MSTRG.13886.1,187,21,172,992,239,70
MSTRG.9957.1,252,1,205,341,451,116
Prupe.3G007500.1_v2.0.a1,5,0,0,0,0,0
Prupe.7G048200.1_v2.0.a1,2074,1113,1072,3209,3934,1693
Prupe.2G196800.1_v2.0.a1,0,0,0,0,0,0
Prupe.6G062200.1_v2.0.a1,94,62,60,226,302,124
Prupe.1G321900.2_v2.0.a1,2,0,0,0,0,0
Prupe.5G032500.9_v2.0.a1,51,58,10,78,65,0
Prupe.6G064100.2_v2.0.a1,0,0,0,78,0,0
Prupe.6G180400.1_v2.0.a1,0,3,1,0,0,0
Prupe.7G197100.1_v2.0.a1,13891,8812,9315,8892,10252,4604
Prupe.5G047600.1_v2.0.a1,1155,784,808,753,892,357
Prupe.1G315000.1_v2.0.a1,230,158,145,509,769,293
Prupe.1G294200.2_v2.0.a1,1039,680,627,1491,1819,784
Prupe.4G038500.2_v2.0.a1,45,0,55,160,162,160
Prupe.6G087400.3_v2.0.a1,27,69,18,22,0,15
Prupe.2G224600.3_v2.0.a1,0,0,0,0,0,0
Prupe.7G247000.1_v2.0.a1,323,313,245,406,377,184
Prupe.7G195300.3_v2.0.a1,0,0,2,0,0,0
Prupe.4G206800.1_v2.0.a1,0,0,0,0,0,0
MSTRG.1571.1,178,11,42,69,226,53
Prupe.6G339200.1_v2.0.a1,8,2,0,4,7,0
Prupe.3G168500.2_v2.0.a1,55,57,18,17,67,88
MSTRG.5082.2,196,110,139,2139,2323,1108
Prupe.1G046800.1_v2.0.a1,8,0,6,29,19,21
MSTRG.5082.1,0,0,0,0,81,25
Prupe.6G080300.2_v2.0.a1,44,13,4,2,11,21
Prupe.5G044200.2_v2.0.a1,721,776,530,606,1221,392
MSTRG.8291.5,0,48,0,297,0,0
Prupe.2G305000.1_v2.0.a1,3030,1991,2081,4569,5447,2453
MSTRG.8291.3,361,217,0,316,1089,201
Prupe.1G559600.4_v2.0.a1,0,0,0,0,0,0
Prupe.1G435700.3_v2.0.a1,0,0,0,0,0,0
Prupe.2G252500.1_v2.0.a1,550,181,294,417,622,139
MSTRG.7153.1,1265,721,695,1078,979,433
Prupe.6G188500.1_v2.0.a1,2,2,2,14,6,6
MSTRG.10047.3,21,16,13,20,119,31
Prupe.4G024100.2_v2.0.a1,0,0,0,0,0,0
MSTRG.15825.2,0,0,24,347,168,83
MSTRG.3784.1,1221,874,862,2151,2424,1115
MSTRG.11620.3,23,0,0,0,86,26
Prupe.7G033900.4_v2.0.a1,0,0,0,0,0,55
Prupe.1G248400.1_v2.0.a1,1024,556,616,1965,2337,880
Prupe.1G308300.1_v2.0.a1,2,0,0,23,6,1
Prupe.8G091100.2_v2.0.a1,375,168,173,373,446,77
MSTRG.7248.1,399,255,267,519,653,259
MSTRG.7248.2,28,0,0,0,0,0
Prupe.4G101700.3_v2.0.a1,130,3,151,433,144,66
Prupe.6G315900.1_v2.0.a1,1963,1480,1639,3071,3478,1618
Prupe.2G274000.1_v2.0.a1,582,420,528,589,867,346
Prupe.1G478800.1_v2.0.a1,1107,506,716,3554,4237,1860
Prupe.1G197800.7_v2.0.a1,0,0,0,9,0,0
Prupe.1G569400.5_v2.0.a1,0,0,0,0,0,0
Prupe.5G172100.2_v2.0.a1,2715,1841,1666,6715,7546,3337
Prupe.7G171300.1_v2.0.a1,299,217,172,1173,1767,820
Prupe.3G131800.4_v2.0.a1,2,0,0,0,0,0
Prupe.4G004500.1_v2.0.a1,1370,972,884,2235,2617,1188
Prupe.2G292800.4_v2.0.a1,0,0,0,0,0,0
Prupe.6G199400.1_v2.0.a1,0,0,0,0,0,0
MSTRG.17541.1,0,0,0,97,34,22
Prupe.5G169300.2_v2.0.a1,0,0,0,13,8,3
Prupe.3G216400.1_v2.0.a1,6,2,9,12,11,4
Prupe.2G163300.1_v2.0.a1,6,0,0,18,16,0
Prupe.2G291100.1_v2.0.a1,547,204,541,336,404,197
Prupe.3G085000.1_v2.0.a1,18,8,20,8,11,6
Prupe.4G039800.7_v2.0.a1,63,0,0,79,79,0
Prupe.8G197400.1_v2.0.a1,114,80,81,77,98,42
Prupe.4G283200.1_v2.0.a1,1318,826,908,1806,2054,851
Prupe.8G253900.2_v2.0.a1,0,0,0,0,0,0
Prupe.1G193500.11_v2.0.a1,16,0,0,71,180,67
Prupe.5G091800.2_v2.0.a1,847,686,626,1143,1284,493
Prupe.4G034800.3_v2.0.a1,0,0,0,0,0,0
Prupe.1G480700.2_v2.0.a1,60,0,0,108,96,44
MSTRG.18313.1,30,71,97,132,51,16
MSTRG.18313.6,0,0,0,0,0,12
Prupe.3G188700.1_v2.0.a1,0,0,0,0,0,0
Prupe.4G101200.3_v2.0.a1,24,36,39,4,30,38
Prupe.4G267600.1_v2.0.a1,29,20,14,2,2,2
Prupe.4G058300.1_v2.0.a1,486,331,336,1628,1822,1392
Prupe.1G581000.3_v2.0.a1,0,0,0,0,0,0
Prupe.6G249400.1_v2.0.a1,150,12,97,431,713,81
Prupe.6G330500.1_v2.0.a1,154,125,132,138,194,97
Prupe.2G283500.1_v2.0.a1,0,0,0,19,22,9
MSTRG.16252.3,0,0,0,0,0,99
Prupe.2G202500.5_v2.0.a1,37,22,51,91,108,34
Prupe.7G182600.1_v2.0.a1,0,0,0,0,0,0
MSTRG.12974.1,0,183,0,0,0,0
Prupe.1G009500.1_v2.0.a1,733,493,505,1411,1680,761
Prupe.8G065500.1_v2.0.a1,2994,1600,1684,4900,5526,2276
Prupe.1G106200.2_v2.0.a1,371,232,181,336,336,206
Prupe.2G104100.4_v2.0.a1,0,0,0,158,191,0
Prupe.1G320200.1_v2.0.a1,39,37,56,255,329,171
Prupe.3G104200.1_v2.0.a1,0,0,0,0,0,0
Prupe.6G025600.1_v2.0.a1,847,861,1699,2894,1615,493
Prupe.1G351200.2_v2.0.a1,0,0,0,1,13,0
Prupe.1G079300.1_v2.0.a1,146,8,10,4,52,106
Prupe.1G560600.2_v2.0.a1,0,0,0,6,6,0
MSTRG.15279.13,9,107,18,27,12,5
Prupe.8G119200.6_v2.0.a1,0,0,0,9,31,12
Prupe.4G174900.1_v2.0.a1,2,6,3,0,0,0
MSTRG.10205.1,154,211,102,320,418,229
Prupe.1G369500.4_v2.0.a1,12,9,4,6,23,24
MSTRG.12186.1,0,0,0,6,0,139
MSTRG.19374.2,34,112,21,106,127,49
Prupe.5G208700.6_v2.0.a1,0,0,0,0,0,0
