transcript_id,SRR5219267,SRR5219268,SRR5219269,SRR5219276,SRR5219277,SRR5219278
Pav_sc0000174.1_g020.1.mk,8,8,5,2,9,6
Pav_sc0000586.1_g040.1.br,0,0,3,0,20,0
MSTRG.23889.4,497,410,0,96,47,251
Pav_sc0000207.1_g990.1.mk,275,306,413,352,375,290
MSTRG.10316.4,144,95,46,36,46,37
Pav_sc0008542.1_g020.1.mk,29,31,41,34,23,23
Pav_sc0001309.1_g890.1.mk,0,0,0,0,0,0
MSTRG.17755.2,480,225,301,393,364,274
Pav_sc0000713.1_g140.1.mk,5335,5604,0,4423,4726,3470
MSTRG.10751.2,3643,3358,3395,2871,3205,2199
Pav_sc0002156.1_g040.1.br,12,19,0,9,6,6
MSTRG.18049.6,52,8,17,15,32,0
Pav_sc0000554.1_g520.1.mk,177,133,106,96,79,73
Pav_sc0011996.1_g020.1.br,0,0,0,0,0,0
Pav_sc0000383.1_g500.1.mk,0,0,3,0,0,2
Pav_sc0001528.1_g240.1.br,0,0,0,0,0,0
Pav_sc0000863.1_g410.1.mk,125,113,0,114,100,43
Pav_sc0000597.1_g370.1.br,0,0,0,0,0,0
Pav_sc0003135.1_g1080.1.br,0,0,0,0,0,0
MSTRG.12747.1,37,21,43,3,9,23
Pav_sc0006055.1_g040.1.br,0,0,0,0,0,0
Pav_sc0000357.1_g060.1.mk,0,174,0,19,444,180
Pav_sc0001305.1_g700.1.mk,32,102,0,69,72,61
Pav_sc0001513.1_g030.1.br,1,0,0,0,0,0
Pav_sc0000077.1_g080.1.br,0,0,0,0,0,0
MSTRG.15043.3,907,2524,1552,0,0,1511
MSTRG.15043.2,8774,9599,9288,8047,9294,4746
MSTRG.7873.8,55,68,166,74,34,18
MSTRG.7873.9,92,110,17,24,226,86
MSTRG.15687.1,1160,758,998,662,829,699
Pav_sc0000761.1_g280.1.br,0,0,0,0,0,0
MSTRG.19994.4,1387,0,0,2155,1644,0
Pav_sc0004218.1_g010.1.mk,14,20,14,100,48,37
Pav_sc0001429.1_g140.1.br,0,0,0,0,0,0
MSTRG.15687.4,35,81,66,109,7,147
MSTRG.7873.1,196,6,0,0,1,25
MSTRG.7873.2,80,250,177,142,20,24
MSTRG.7873.3,208,81,82,21,94,265
MSTRG.7873.4,122,66,29,39,50,79
MSTRG.7873.5,282,478,525,114,233,155
MSTRG.11850.3,0,0,97,0,0,0
MSTRG.11850.2,0,0,0,0,181,0
Pav_sc0003675.1_g010.1.br,0,0,0,0,1,0
Pav_sc0000055.1_g160.1.mk,1881,1537,1840,1356,1819,1558
Pav_sc0000615.1_g260.1.br,0,0,0,1,0,0
Pav_sc0000506.1_g170.1.mk,283,176,185,133,69,127
Pav_sc0001057.1_g430.1.br,345,247,0,223,145,187
Pav_sc0002974.1_g080.1.br,0,4,9,11,5,7
Pav_sc0000981.1_g230.1.mk,0,19,25,29,16,13
Pav_sc0003135.1_g390.1.mk,3472,2606,3571,6643,5821,5781
Pav_sc0006780.1_g050.1.mk,0,0,0,0,0,0
Pav_sc0004043.1_g090.1.mk,225,201,0,155,253,290
MSTRG.19565.4,324,251,1051,149,218,192
Pav_sc0000747.1_g370.1.mk,0,0,0,0,1,0
Pav_sc0000558.1_g180.1.mk,5292,4877,0,2403,2417,2013
Pav_sc0002296.1_g060.1.br,64,64,0,69,62,30
Pav_sc0002575.1_g010.1.br,0,0,0,0,0,0
Pav_sc0000588.1_g920.1.mk,2872,3580,3374,2701,3011,2151
Pav_sc0003851.1_g080.1.br,0,0,0,0,0,0
Pav_sc0000907.1_g050.1.br,0,0,0,0,0,0
Pav_sc0005024.1_g010.1.br,92,117,82,49,69,57
MSTRG.21813.1,1221,1409,1349,1801,1597,1156
Pav_sc0001073.1_g160.1.mk,46,119,291,55,158,93
Pav_sc0000350.1_g460.1.br,0,0,0,0,0,0
Pav_sc0000026.1_g670.1.mk,0,0,0,0,0,0
Pav_sc0001222.1_g110.1.br,0,0,0,0,0,0
MSTRG.22553.4,317,179,0,75,0,366
Pav_sc0000207.1_g040.1.br,15,22,31,0,20,9
MSTRG.11775.1,16106,15934,13571,11091,13060,13589
Pav_sc0000111.1_g020.1.mk,150,98,118,204,251,252
Pav_sc0000453.1_g040.1.mk,0,0,0,0,0,0
Pav_sc0005523.1_g010.1.br,0,0,0,0,0,0
MSTRG.6696.2,722,810,347,836,729,510
MSTRG.6696.3,655,834,541,609,691,675
MSTRG.6696.1,105,561,277,166,104,241
MSTRG.6696.6,297,557,451,1668,1577,1615
MSTRG.6696.7,310,318,172,375,433,330
Pav_sc0000291.1_g250.1.br,0,2,0,0,0,0
MSTRG.6696.5,2239,2836,1589,2056,2034,2239
Pav_sc0002236.1_g240.1.br,0,0,1,0,0,1
Pav_sc0001025.1_g040.1.br,0,0,0,0,0,0
MSTRG.6696.8,150,233,192,394,379,277
Pav_sc0000852.1_g030.1.mk,32,35,53,63,42,54
MSTRG.19152.2,0,0,0,0,0,0
MSTRG.19152.1,110,70,87,70,80,72
MSTRG.20823.1,120,99,172,98,130,120
Pav_sc0002208.1_g630.1.mk,15,15,30,0,0,0
MSTRG.19614.1,189,209,255,631,473,181
Pav_sc0007763.1_g010.1.br,0,0,0,0,0,0
Pav_sc0006598.1_g010.1.mk,435,392,0,326,373,302
Pav_sc0001278.1_g020.1.br,0,0,0,0,0,0
Pav_sc0000549.1_g1280.1.br,0,0,0,0,0,0
Pav_sc0000362.1_g070.1.mk,40,31,47,11,9,21
Pav_sc0000595.1_g900.1.br,0,0,0,0,0,0
Pav_sc0000219.1_g160.1.br,16,19,11,8,0,10
MSTRG.20599.4,1372,1838,460,603,1777,543
MSTRG.20599.7,426,407,488,417,541,479
MSTRG.20599.6,684,11,0,33,0,0
Pav_sc0002473.1_g050.1.br,0,0,0,0,0,3
MSTRG.20599.3,136,141,1381,1224,75,91
MSTRG.20599.2,2783,3134,1345,1568,1980,2253
MSTRG.7910.1,6279,5545,6920,5036,6543,5558
MSTRG.20599.9,51,38,62,36,62,70
MSTRG.8335.2,263,348,0,282,276,616
Pav_sc0003835.1_g110.1.br,0,0,0,0,0,0
Pav_sc0001106.1_g400.1.br,0,0,0,0,0,0
MSTRG.11971.1,580,593,705,565,503,489
Pav_sc0001101.1_g010.1.mk,0,0,0,0,0,0
Pav_sc0000700.1_g1620.1.mk,0,0,0,0,0,0
Pav_sc0003216.1_g010.1.mk,0,0,0,0,0,0
Pav_sc0000290.1_g280.1.mk,0,0,0,0,0,0
MSTRG.10163.4,254,935,120,24,155,108
MSTRG.2068.3,0,0,0,13,0,0
Pav_sc0000719.1_g1100.1.br,0,0,0,0,0,0
Pav_sc0000762.1_g310.1.br,0,0,3,0,0,0
MSTRG.17529.5,0,30,0,0,0,61
MSTRG.17529.2,40,147,129,61,22,29
MSTRG.10163.7,58,322,47,182,22,69
Pav_sc0001756.1_g060.1.br,0,0,0,0,0,0
MSTRG.14021.5,480,495,529,684,407,358
Pav_sc0001217.1_g170.1.mk,46,62,0,37,27,32
MSTRG.7884.1,345,387,339,137,217,138
Pav_sc0000137.1_g180.1.mk,3,82,17,4,7,3
MSTRG.6527.3,13,127,409,74,264,110
MSTRG.6527.2,10602,9786,9398,6536,6995,5632
MSTRG.19149.2,2,0,35,3,0,0
Pav_sc0000072.1_g040.1.mk,3526,3075,3256,2894,3195,2652
Pav_sc0000376.1_g150.1.mk,0,0,11,0,3,3
MSTRG.7528.1,260,318,319,201,247,207
Pav_sc0000368.1_g080.1.br,0,0,0,0,3,0
Pav_sc0002444.1_g050.1.mk,1416,932,831,1117,1416,1114
Pav_sc0010933.1_g010.1.br,7,5,0,0,12,0
Pav_sc0000027.1_g150.1.br,0,0,0,0,0,0
Pav_sc0000543.1_g220.1.br,0,0,1,0,0,0
MSTRG.1328.1,301,338,0,257,202,163
MSTRG.9857.1,30,29,22,19,22,13
Pav_sc0006359.1_g110.1.br,5,4,2,2,1,1
MSTRG.9857.3,1041,1047,1201,817,870,507
MSTRG.10694.1,526,596,609,750,707,427
Pav_sc0000890.1_g820.1.mk,0,0,0,0,0,0
Pav_sc0000780.1_g110.1.mk,16,18,24,21,28,24
MSTRG.20833.1,12,7,9,6,19,10
Pav_sc0001774.1_g060.1.mk,44,45,50,40,48,23
Pav_sc0001196.1_g1650.1.mk,144,174,174,117,95,56
Pav_sc0001954.1_g130.1.mk,591,911,502,6411,2248,1100
MSTRG.1269.3,50,16,0,14,5,12
Pav_sc0000036.1_g340.1.br,0,0,0,0,0,1
MSTRG.1269.5,314,236,0,154,19,62
MSTRG.1269.4,0,0,0,31,0,0
MSTRG.1269.7,1590,1676,0,962,859,827
MSTRG.1269.6,280,174,0,325,269,117
Pav_sc0000554.1_g1490.1.mk,0,0,0,0,0,0
Pav_sc0000363.1_g290.1.mk,1402,1395,752,515,493,232
Pav_sc0000872.1_g160.1.br,0,0,0,0,0,0
Pav_sc0000185.1_g060.1.br,0,0,0,0,0,0
MSTRG.8941.1,6290,4644,6655,1285,2112,2213
Pav_sc0005945.1_g010.1.br,0,0,0,0,0,0
Pav_sc0001293.1_g280.1.mk,420,350,490,290,417,412
Pav_sc0001124.1_g540.1.br,0,0,0,0,2,1
MSTRG.18382.1,3648,8744,2554,1928,3404,2782
Pav_sc0000127.1_g080.1.br,2,0,2,2,0,0
Pav_sc0000349.1_g140.1.mk,0,23,0,34,0,0
Pav_sc0000209.1_g250.1.br,0,0,0,0,0,0
MSTRG.11965.2,319,390,396,352,399,280
Pav_sc0001673.1_g380.1.mk,0,0,0,0,0,0
Pav_sc0001132.1_g310.1.br,25,19,12,6,14,4
Pav_sc0008514.1_g020.1.mk,14,20,0,75,56,45
Pav_sc0006161.1_g020.1.mk,671,666,0,462,585,317
MSTRG.18382.3,658,7554,276,0,158,139
MSTRG.2632.1,36,25,0,64,78,93
Pav_sc0000480.1_g970.1.br,6,2,2,0,0,0
MSTRG.18353.3,1142,1153,1260,1159,1355,998
Pav_sc0001809.1_g040.1.mk,0,0,0,0,0,0
Pav_sc0000233.1_g050.1.mk,0,0,0,0,0,0
Pav_sc0002264.1_g230.1.mk,0,0,0,0,0,0
MSTRG.13222.1,680,601,672,506,548,517
MSTRG.24819.1,557,608,0,592,588,388
Pav_sc0001718.1_g080.1.mk,0,0,0,0,0,0
Pav_sc0001801.1_g070.1.br,0,0,0,0,0,0
Pav_sc0010942.1_g020.1.br,0,0,0,0,0,0
Pav_sc0000843.1_g820.1.br,0,0,0,0,0,0
MSTRG.14595.1,8453,7224,10453,7310,9702,9884
Pav_sc0005678.1_g040.1.mk,1,0,0,0,0,0
Pav_sc0000184.1_g150.1.mk,0,0,0,8,0,0
Pav_sc0000212.1_g1650.1.mk,0,0,0,0,0,0
Pav_sc0000544.1_g220.1.mk,0,0,0,0,0,0
Pav_sc0001156.1_g060.1.br,0,0,0,0,0,0
Pav_sc0001371.1_g060.1.br,3,3,1,0,0,4
Pav_sc0000675.1_g290.1.mk,0,0,0,0,0,0
MSTRG.1081.1,25007,24595,0,16055,17459,12493
MSTRG.22763.2,155,112,0,22,220,141
Pav_sc0001938.1_g510.1.mk,1004,1827,2506,295,1463,0
MSTRG.18621.2,172,205,161,0,316,0
Pav_sc0000430.1_g090.1.br,0,0,0,0,0,0
Pav_sc0001630.1_g010.1.br,96,114,109,115,144,80
Pav_sc0011405.1_g010.1.mk,0,0,0,0,0,0
Pav_sc0000099.1_g910.1.mk,0,4,3,5,0,0
Pav_sc0000736.1_g050.1.mk,71,71,61,157,105,119
MSTRG.9386.1,33,32,42,7,13,6
MSTRG.11777.2,8421,8615,10378,13752,14930,11260
MSTRG.1525.1,906,639,0,2745,1473,2154
Pav_sc0000396.1_g330.1.br,0,1,0,0,0,0
Pav_sc0009283.1_g010.1.br,0,0,0,0,0,0
MSTRG.19257.5,569,258,125,521,66,317
Pav_sc0002025.1_g010.1.br,0,0,0,0,0,0
MSTRG.22440.2,232,46,0,0,502,67
MSTRG.18703.1,8895,8112,8253,5691,6762,5301
Pav_sc0001191.1_g030.1.mk,20,34,71,14,0,27
Pav_sc0006359.1_g060.1.mk,343,330,322,289,347,244
MSTRG.10418.1,36,49,35,27,30,32
MSTRG.3021.1,50,57,0,51,38,42
MSTRG.7990.1,17,23,26,48,65,30
MSTRG.24859.2,427,452,0,345,283,124
MSTRG.24859.3,127,56,0,66,177,15
MSTRG.21914.3,1194,975,1008,582,631,499
Pav_sc0010169.1_g020.1.br,0,0,0,0,0,0
Pav_sc0001392.1_g390.1.mk,0,300,227,305,509,83
MSTRG.13291.3,521,611,293,253,133,219
Pav_sc0000544.1_g150.1.br,2,0,0,0,5,3
Pav_sc0000843.1_g210.1.br,4,2,0,0,0,0
Pav_sc0004354.1_g190.1.mk,5,0,6,9,0,0
MSTRG.17501.1,0,37,98,0,0,0
Pav_sc0000624.1_g870.1.br,9,7,2,2,2,1
Pav_sc0006018.1_g070.1.br,0,1,0,0,0,0
MSTRG.15919.3,163,1193,800,827,431,0
MSTRG.8639.3,299,106,146,73,0,85
MSTRG.8438.1,60,35,51,61,37,21
Pav_sc0009739.1_g010.1.br,0,4,0,0,7,0
MSTRG.1310.1,302,365,0,141,126,95
Pav_sc0000326.1_g570.1.mk,555,533,649,484,574,375
MSTRG.21837.34,90,231,176,85,0,0
Pav_sc0001932.1_g170.1.mk,280,266,0,320,369,249
MSTRG.739.1,4,69,0,37,31,0
MSTRG.11997.2,902,829,1214,749,907,713
MSTRG.11997.1,3742,3380,3857,2922,3329,3003
MSTRG.17855.2,476,378,533,429,359,282
Pav_sc0001119.1_g030.1.mk,0,0,0,0,0,0
Pav_sc0003385.1_g050.1.mk,0,0,0,0,0,0
Pav_sc0001313.1_g160.1.mk,479,349,715,183,518,546
MSTRG.1273.1,0,42,0,0,21,0
MSTRG.1273.3,470,389,0,384,282,240
MSTRG.1273.4,21,72,0,3,114,42
MSTRG.1273.5,323,164,0,293,166,63
Pav_sc0000108.1_g590.1.br,0,0,0,0,0,0
MSTRG.1273.7,140,131,0,52,78,59
Pav_sc0002181.1_g180.1.mk,2330,2091,0,1203,1260,1004
Pav_sc0006507.1_g010.1.br,0,0,0,0,0,0
Pav_sc0000636.1_g460.1.mk,62,13,57,77,100,0
Pav_sc0002984.1_g190.1.br,0,0,0,0,0,0
MSTRG.957.1,86,150,0,126,187,100
Pav_sc0000981.1_g190.1.mk,0,3,0,0,0,2
Pav_sc0001724.1_g140.1.br,2,1,0,0,0,0
MSTRG.986.1,145,160,0,88,256,125
MSTRG.12833.1,428,786,1137,766,1512,434
Pav_sc0000549.1_g330.1.mk,0,0,0,0,0,0
Pav_sc0004913.1_g100.1.br,0,0,0,0,0,0
MSTRG.17668.4,142,581,0,479,115,16
MSTRG.17668.5,0,16,3646,419,0,0
MSTRG.17668.1,6199,153,249,3018,1009,361
MSTRG.17668.2,185,39,232,187,76,77
Pav_co3993349.1_g010.1.mk,195,232,0,175,268,193
MSTRG.2697.1,141,37,0,102,129,120
Pav_sc0000389.1_g350.1.br,0,0,0,0,0,0
Pav_sc0001314.1_g070.1.br,12,14,0,12,21,12
MSTRG.5649.1,21,13,25,0,0,3
MSTRG.24171.2,425,474,0,0,206,226
Pav_sc0000168.1_g030.1.mk,3,8,15,12,9,21
MSTRG.8091.2,135,85,162,88,163,140
MSTRG.20890.1,260,180,291,244,121,106
MSTRG.3625.1,26,9,0,16,15,23
MSTRG.20890.2,861,980,707,612,490,407
Pav_sc0000037.1_g460.1.mk,0,0,0,0,0,0
Pav_sc0000732.1_g140.1.br,0,0,0,0,0,0
MSTRG.4070.1,69,57,0,24,27,23
Pav_sc0001673.1_g190.1.mk,30,29,4,0,0,0
Pav_sc0000677.1_g260.1.br,0,0,0,0,0,0
Pav_sc0005273.1_g050.1.br,0,0,0,0,0,0
Pav_sc0000557.1_g740.1.mk,1244,217,0,694,770,316
Pav_sc0000259.1_g110.1.mk,2176,1988,2324,1899,2257,1752
Pav_sc0000935.1_g110.1.br,0,0,0,0,0,0
Pav_co4031697.1_g010.1.mk,1267,1134,0,684,915,915
Pav_sc0008685.1_g010.1.mk,285,378,396,342,354,174
Pav_sc0001749.1_g010.1.mk,7,0,10,8,11,0
Pav_sc0000912.1_g040.1.mk,0,0,0,0,0,0
Pav_sc0000652.1_g350.1.mk,33,18,39,20,7,9
Pav_sc0000702.1_g690.1.br,0,0,0,0,0,0
Pav_sc0006056.1_g010.1.mk,5,15,0,9,4,11
MSTRG.7208.1,684,710,792,665,760,584
MSTRG.7208.2,472,289,270,311,268,319
MSTRG.7208.3,85,52,281,42,152,15
Pav_sc0000414.1_g330.1.br,0,0,3,0,2,0
Pav_sc0002287.1_g140.1.mk,483,1770,2058,1400,1799,1485
Pav_sc0000217.1_g090.1.br,0,0,0,0,0,0
MSTRG.7985.1,2299,1930,1893,1124,1507,1459
Pav_sc0000772.1_g010.1.mk,4,0,75,0,0,0
MSTRG.19680.1,152,131,159,107,143,119
Pav_sc0000557.1_g180.1.mk,0,22,0,21,42,0
MSTRG.8085.2,67,63,89,94,84,65
MSTRG.8085.3,50,35,45,3,45,48
Pav_sc0001901.1_g030.1.br,0,0,0,0,0,0
Pav_co4048849.1_g010.1.mk,26,27,0,16,37,24
MSTRG.2030.3,118,102,0,113,120,122
MSTRG.21312.1,19,16,19,12,19,8
MSTRG.8198.1,395,277,241,361,258,491
MSTRG.7222.2,14921,12311,15097,11710,13893,10198
Pav_co4004565.1_g010.1.br,0,0,0,0,0,0
MSTRG.8198.2,0,0,228,89,0,0
Pav_sc0000622.1_g760.1.br,0,0,4,0,4,0
Pav_sc0000071.1_g840.1.mk,0,0,0,0,0,0
Pav_sc0000220.1_g730.1.mk,413,467,459,326,409,267
Pav_sc0000496.1_g080.1.br,0,0,0,0,0,0
Pav_sc0000716.1_g250.1.mk,140,255,91,69,54,34
Pav_sc0000162.1_g280.1.br,0,0,0,0,0,0
Pav_sc0000575.1_g250.1.br,135,98,0,86,104,75
Pav_sc0000732.1_g130.1.br,0,0,0,0,0,0
Pav_sc0001807.1_g070.1.mk,8,30,28,252,28,22
Pav_sc0000144.1_g140.1.br,0,0,0,0,0,0
MSTRG.17874.1,1886,1864,2199,1620,1849,1524
Pav_sc0000554.1_g200.1.mk,0,0,0,1,2,1
Pav_sc0001251.1_g300.1.mk,138,123,184,69,119,101
Pav_sc0002515.1_g070.1.br,0,0,0,0,0,0
Pav_co4009555.1_g010.1.mk,747,612,0,674,768,573
Pav_sc0000049.1_g010.1.mk,1888,1762,1655,1606,1464,1570
MSTRG.17372.1,32,67,46,49,46,41
MSTRG.3340.1,44,49,0,49,54,46
MSTRG.15919.10,0,228,0,0,87,0
Pav_sc0000935.1_g030.1.br,0,0,0,0,0,0
MSTRG.12130.3,1721,1609,1749,1647,1858,1593
MSTRG.12130.1,213,300,301,287,264,235
Pav_sc0000257.1_g890.1.mk,0,0,0,0,0,0
MSTRG.17372.3,41,38,15,42,45,33
MSTRG.10616.2,67,57,59,43,27,42
MSTRG.10616.3,0,1,29,2,0,0
Pav_sc0001369.1_g520.1.br,1,0,0,0,0,0
MSTRG.19417.2,55,0,18,0,15,8
Pav_sc0000719.1_g1000.1.mk,46,54,49,19,20,24
MSTRG.17372.5,27,24,33,39,28,30
Pav_sc0000700.1_g190.1.br,18,10,15,8,12,14
Pav_sc0000756.1_g160.1.mk,0,0,0,0,0,0
Pav_sc0000848.1_g880.1.mk,1057,1270,0,1194,1368,1021
MSTRG.21362.1,144,193,97,65,51,0
Pav_sc0001747.1_g070.1.mk,0,0,0,0,0,0
Pav_sc0001725.1_g170.1.mk,0,1,0,0,0,1
MSTRG.19417.1,0,0,21,0,0,0
Pav_sc0008654.1_g010.1.mk,117,126,0,247,218,129
MSTRG.5511.1,1,3,11,50,148,17
Pav_sc0000040.1_g250.1.mk,3,0,0,3,2,3
Pav_sc0000098.1_g090.1.br,0,0,0,0,0,0
MSTRG.11393.1,255,517,355,350,661,384
Pav_sc0002181.1_g100.1.mk,368,350,0,467,487,544
Pav_sc0002092.1_g050.1.br,0,0,0,0,0,0
MSTRG.10631.3,0,0,0,0,1266,0
MSTRG.10631.1,4079,3605,4139,1772,1006,2450
Pav_sc0000980.1_g340.1.br,0,0,0,0,0,0
Pav_sc0000583.1_g250.1.mk,0,0,0,0,0,0
Pav_sc0000119.1_g650.1.mk,0,0,0,0,0,0
Pav_sc0000112.1_g070.1.mk,3823,3322,4619,3212,4405,3851
Pav_sc0001699.1_g520.1.mk,3148,2841,3559,2647,3217,2584
MSTRG.14989.6,68,68,86,44,47,18
Pav_co4039473.1_g010.1.br,978,881,0,850,978,715
MSTRG.1126.5,179,0,0,0,0,0
Pav_sc0006824.1_g050.1.br,2,2,0,0,3,5
MSTRG.14480.1,2827,2716,2913,2892,2594,2179
Pav_sc0000524.1_g460.1.br,0,0,0,0,0,0
Pav_sc0001615.1_g140.1.br,0,0,0,0,0,0
MSTRG.10303.2,102,61,23,66,66,19
MSTRG.22621.1,511,507,0,713,713,536
Pav_sc0000848.1_g430.1.mk,702,2458,0,618,233,29
MSTRG.23752.1,419,364,0,383,401,259
Pav_sc0000207.1_g230.1.br,0,0,0,0,0,0
MSTRG.8690.4,639,145,232,751,555,19
Pav_sc0000548.1_g070.1.br,0,0,0,0,0,0
MSTRG.8690.2,1055,1762,1248,1423,1588,1786
MSTRG.8690.3,1338,1271,1474,1925,1425,1159
Pav_sc0002057.1_g050.1.br,0,0,0,0,0,0
MSTRG.10282.1,69,62,46,48,57,38
Pav_sc0001624.1_g150.1.br,0,0,0,0,0,0
MSTRG.22073.1,367,429,512,423,336,243
MSTRG.14703.2,125,157,181,103,183,199
Pav_sc0000625.1_g080.1.mk,1086,1037,0,1177,1246,1136
Pav_sc0000028.1_g410.1.br,0,0,0,0,0,0
Pav_sc0000843.1_g810.1.br,0,0,0,0,0,0
Pav_sc0000975.1_g220.1.mk,0,0,0,0,0,0
MSTRG.15964.5,78,871,9,331,11,0
Pav_sc0000207.1_g070.1.mk,10,11,5,3,5,10
MSTRG.21496.1,217,146,243,108,134,182
MSTRG.12518.3,0,0,151,8,0,0
MSTRG.14612.1,2657,2165,2553,1028,1380,1183
Pav_sc0000068.1_g010.1.mk,4,4,0,2,0,0
MSTRG.2976.1,677,565,0,465,599,574
Pav_sc0001215.1_g120.1.mk,149,113,212,21,0,5
Pav_sc0010219.1_g010.1.br,1,0,0,0,0,0
Pav_sc0002207.1_g640.1.mk,0,0,4,9,23,0
Pav_sc0001989.1_g040.1.br,0,0,0,0,0,0
MSTRG.1744.3,281,333,0,185,131,94
MSTRG.1744.2,0,0,0,0,0,0
MSTRG.13625.5,455,0,291,426,361,341
Pav_sc0002207.1_g660.1.mk,2793,2799,2288,1867,1981,2012
MSTRG.24206.2,513,623,0,990,1171,322
Pav_sc0000008.1_g100.1.br,2,1,0,0,1,1
Pav_sc0002264.1_g010.1.br,0,0,0,0,0,0
MSTRG.18524.1,3,4,73,80,207,18
Pav_sc0000138.1_g780.1.mk,1345,1392,1343,827,1222,883
MSTRG.16500.1,2016,1663,1874,1813,1681,1276
Pav_sc0000383.1_g670.1.mk,181,227,180,224,204,156
Pav_sc0000031.1_g360.1.br,5,10,5,3,5,3
MSTRG.5512.2,480,434,469,1258,1334,1114
MSTRG.5512.3,1852,1627,1703,1403,2008,1443
MSTRG.22907.2,9672,8255,0,7520,10479,9835
Pav_sc0002918.1_g090.1.br,0,0,0,0,0,0
MSTRG.15964.2,1023,77,1196,592,1362,681
MSTRG.21533.3,1314,1652,1849,672,1026,971
Pav_sc0001215.1_g140.1.mk,3,8,3,0,4,0
Pav_sc0011521.1_g010.1.br,0,0,0,0,0,0
MSTRG.16481.1,687,762,724,637,736,476
Pav_sc0005977.1_g010.1.br,0,0,0,0,0,0
Pav_sc0005934.1_g030.1.br,3,3,0,3,2,0
MSTRG.16481.4,0,305,33,0,0,0
MSTRG.16481.5,71,334,110,46,30,44
Pav_sc0008303.1_g010.1.br,0,0,0,0,0,0
MSTRG.19665.1,298,273,271,106,93,78
MSTRG.16839.4,0,0,128,0,0,0
Pav_sc0000983.1_g440.1.mk,0,0,0,0,0,0
MSTRG.24234.5,97,66,0,37,32,30
MSTRG.24234.4,25,61,0,35,9,27
Pav_sc0000095.1_g520.1.mk,0,0,0,0,0,0
MSTRG.11863.1,102,81,106,31,33,31
MSTRG.2080.9,33,20,0,101,166,0
MSTRG.2080.8,28,12,0,93,26,0
MSTRG.7782.1,249,273,237,260,208,179
MSTRG.18556.2,77,165,88,137,134,26
Pav_sc0001196.1_g1390.1.br,13,20,11,6,7,10
Pav_sc0000111.1_g190.1.mk,9,6,5,4,4,3
MSTRG.2080.7,0,72,0,0,64,228
MSTRG.2080.6,166,25,0,93,200,31
MSTRG.2080.1,153,220,0,79,27,16
MSTRG.6752.1,1520,1166,1224,547,629,943
MSTRG.2080.3,345,112,0,44,0,250
Pav_sc0001368.1_g030.1.br,37,25,0,19,25,27
MSTRG.21286.1,30,94,258,11,266,0
MSTRG.20721.3,209,1378,278,187,103,67
Pav_sc0000293.1_g270.1.mk,5733,5028,6805,3855,5044,4503
Pav_sc0001015.1_g030.1.mk,0,0,0,0,0,0
Pav_sc0000628.1_g300.1.br,2,1,0,0,0,0
Pav_sc0000131.1_g490.1.br,0,0,0,0,0,0
Pav_sc0000192.1_g010.1.br,0,0,0,0,0,0
Pav_sc0000130.1_g820.1.mk,0,0,0,3,0,3
Pav_sc0000203.1_g010.1.mk,0,0,0,0,0,0
MSTRG.8338.2,2736,2563,2937,3179,3015,2801
MSTRG.26.9,221,125,0,151,0,0
MSTRG.13682.1,60,36,48,34,44,52
Pav_sc0000554.1_g1810.1.br,0,0,0,0,0,0
Pav_sc0000501.1_g110.1.br,17,13,9,5,12,3
MSTRG.26.5,104,107,0,56,39,37
MSTRG.26.4,300,311,0,367,291,207
MSTRG.13196.2,0,0,175,0,0,0
MSTRG.26.6,74,26,0,96,32,63
MSTRG.26.1,0,0,0,0,0,0
MSTRG.5387.2,259,0,0,335,464,0
MSTRG.5387.3,14,1293,390,18,25,270
MSTRG.20229.3,0,0,141,0,0,182
MSTRG.9111.2,540,603,732,289,506,363
MSTRG.20229.1,1938,1763,2089,1316,1747,1238
Pav_sc0000465.1_g340.1.mk,0,0,0,0,0,0
MSTRG.23637.1,136,171,0,161,170,35
Pav_sc0000666.1_g050.1.mk,0,0,0,0,0,0
Pav_sc0000500.1_g260.1.mk,89,109,0,36,70,75
Pav_sc0007386.1_g010.1.br,0,0,0,0,0,0
MSTRG.9518.8,423,354,408,230,262,297
Pav_sc0003152.1_g010.1.br,3,0,0,0,0,0
Pav_sc0001613.1_g350.1.br,0,0,0,0,0,0
Pav_sc0000024.1_g200.1.br,0,0,0,0,0,0
MSTRG.9518.9,45,35,29,8,21,22
Pav_sc0000096.1_g370.1.br,0,0,0,0,0,0
Pav_sc0000383.1_g1050.1.mk,0,0,0,0,0,0
Pav_sc0001807.1_g170.1.mk,12,8,13,7,10,0
MSTRG.17090.1,6316,5423,7390,5098,5985,5794
Pav_sc0001205.1_g420.1.mk,950,845,1104,735,1096,1139
Pav_sc0002280.1_g300.1.br,0,0,0,0,0,0
Pav_sc0000202.1_g220.1.br,0,0,0,0,0,0
Pav_sc0006558.1_g030.1.br,50,89,50,26,28,31
MSTRG.3374.1,31,11,0,26,10,24
Pav_sc0001827.1_g330.1.mk,58,42,58,49,24,34
Pav_sc0003996.1_g020.1.br,0,0,0,0,0,0
MSTRG.13852.1,513,462,535,362,579,436
MSTRG.18555.6,67,26,78,131,143,73
MSTRG.13852.2,459,415,449,320,309,150
Pav_sc0000536.1_g150.1.mk,405,413,0,454,396,286
Pav_sc0000567.1_g1130.1.mk,1,1,1,1,1,1
Pav_sc0000415.1_g530.1.br,0,1,0,0,0,0
